pathwayID,entityRef
R-HSA-174411,reactome:ProteinReference4628
R-HSA-174411,reactome:ProteinReference4629
R-HSA-174411,reactome:ProteinReference4630
R-HSA-174411,reactome:ProteinReference4627
R-HSA-174411,reactome:ProteinReference10922
R-HSA-174411,reactome:ProteinReference10923
R-HSA-174411,reactome:ProteinReference10924
R-HSA-174411,reactome:ProteinReference4618
R-HSA-174411,reactome:ProteinReference4615
R-HSA-174411,reactome:ProteinReference4616
R-HSA-174411,reactome:ProteinReference4617
R-HSA-174411,
R-HSA-174411,reactome:ProteinReference4633
R-HSA-174411,reactome:ProteinReference4635
R-HSA-174411,reactome:ProteinReference4632
R-HSA-174411,reactome:ProteinReference4634
R-HSA-1912399,reactome:SmallMoleculeReference480
R-HSA-1912399,
R-HSA-1912399,reactome:SmallMoleculeReference15
R-HSA-1912399,reactome:ProteinReference7826
R-HSA-1912399,reactome:SmallMoleculeReference455
R-HSA-1912399,reactome:SmallMoleculeReference424
R-HSA-1912399,reactome:ProteinReference7827
R-HSA-3656253,
R-HSA-3656253,reactome:SmallMoleculeReference422
R-HSA-3656253,reactome:ProteinReference6275
R-HSA-3656253,reactome:SmallMoleculeReference530
R-HSA-400508,
R-HSA-400508,reactome:ProteinReference4452
R-HSA-400508,reactome:ProteinReference4429
R-HSA-400508,reactome:ProteinReference116
R-HSA-400508,reactome:ProteinReference115
R-HSA-400508,reactome:ProteinReference118
R-HSA-400508,reactome:ProteinReference114
R-HSA-400508,reactome:ProteinReference117
R-HSA-400508,reactome:ProteinReference4448
R-HSA-400508,reactome:ProteinReference1359
R-HSA-400508,reactome:ProteinReference1384
R-HSA-400508,reactome:ProteinReference4451
R-HSA-400508,reactome:SmallMoleculeReference71
R-HSA-400508,reactome:ProteinReference4449
R-HSA-400508,reactome:ProteinReference4428
R-HSA-400508,reactome:ProteinReference4450
R-HSA-400508,reactome:SmallMoleculeReference498
R-HSA-400508,reactome:DnaReference188
R-HSA-400508,reactome:ProteinReference4446
R-HSA-400508,reactome:ProteinReference4445
R-HSA-400508,reactome:ProteinReference4415
R-HSA-400508,reactome:SmallMoleculeReference1
R-HSA-400508,reactome:ProteinReference4453
R-HSA-400508,reactome:DnaReference189
R-HSA-400508,reactome:ProteinReference4454
R-HSA-400508,reactome:ProteinReference1707
R-HSA-9750126,
R-HSA-9750126,reactome:SmallMoleculeReference299
R-HSA-429947,reactome:SmallMoleculeReference8
R-HSA-429947,reactome:ProteinReference653
R-HSA-429947,reactome:ProteinReference598
R-HSA-429947,reactome:ProteinReference616
R-HSA-429947,reactome:ProteinReference652
R-HSA-429947,reactome:ProteinReference617
R-HSA-429947,reactome:SmallMoleculeReference19
R-HSA-429947,
R-HSA-429947,reactome:ProteinReference638
R-HSA-429947,reactome:ProteinReference667
R-HSA-429947,reactome:ProteinReference661
R-HSA-429947,reactome:ProteinReference666
R-HSA-429947,reactome:ProteinReference660
R-HSA-429947,reactome:ProteinReference662
R-HSA-429947,reactome:ProteinReference663
R-HSA-429947,reactome:ProteinReference669
R-HSA-429947,reactome:ProteinReference668
R-HSA-429947,reactome:SmallMoleculeReference20
R-HSA-429947,reactome:SmallMoleculeReference21
R-HSA-429947,reactome:SmallMoleculeReference22
R-HSA-429947,reactome:ProteinReference657
R-HSA-429947,reactome:ProteinReference656
R-HSA-72649,reactome:ProteinReference3180
R-HSA-72649,reactome:ProteinReference653
R-HSA-72649,reactome:RnaReference92
R-HSA-72649,reactome:ProteinReference655
R-HSA-72649,reactome:ProteinReference654
R-HSA-72649,reactome:ProteinReference598
R-HSA-72649,reactome:ProteinReference617
R-HSA-72649,reactome:ProteinReference3195
R-HSA-72649,reactome:ProteinReference3184
R-HSA-72649,reactome:ProteinReference3189
R-HSA-72649,reactome:ProteinReference3181
R-HSA-72649,reactome:ProteinReference3185
R-HSA-72649,reactome:ProteinReference3193
R-HSA-72649,reactome:ProteinReference3186
R-HSA-72649,reactome:ProteinReference3190
R-HSA-72649,reactome:ProteinReference3182
R-HSA-72649,reactome:ProteinReference3191
R-HSA-72649,reactome:ProteinReference3187
R-HSA-72649,reactome:ProteinReference3183
R-HSA-72649,reactome:ProteinReference3192
R-HSA-72649,reactome:ProteinReference3188
R-HSA-72649,reactome:ProteinReference2843
R-HSA-72649,reactome:ProteinReference2842
R-HSA-72649,reactome:ProteinReference2841
R-HSA-72649,reactome:SmallMoleculeReference14
R-HSA-72649,reactome:ProteinReference701
R-HSA-72649,reactome:ProteinReference705
R-HSA-72649,reactome:ProteinReference704
R-HSA-72649,reactome:ProteinReference689
R-HSA-72649,reactome:ProteinReference692
R-HSA-72649,reactome:ProteinReference711
R-HSA-72649,reactome:ProteinReference693
R-HSA-72649,reactome:ProteinReference710
R-HSA-72649,reactome:ProteinReference690
R-HSA-72649,reactome:ProteinReference702
R-HSA-72649,reactome:ProteinReference707
R-HSA-72649,reactome:ProteinReference715
R-HSA-72649,reactome:ProteinReference716
R-HSA-72649,reactome:ProteinReference712
R-HSA-72649,reactome:ProteinReference698
R-HSA-72649,reactome:ProteinReference691
R-HSA-72649,reactome:ProteinReference709
R-HSA-72649,reactome:ProteinReference694
R-HSA-72649,reactome:ProteinReference706
R-HSA-72649,reactome:ProteinReference687
R-HSA-72649,reactome:ProteinReference695
R-HSA-72649,reactome:ProteinReference688
R-HSA-72649,reactome:ProteinReference700
R-HSA-72649,reactome:ProteinReference708
R-HSA-72649,reactome:ProteinReference713
R-HSA-72649,reactome:ProteinReference720
R-HSA-72649,reactome:ProteinReference714
R-HSA-72649,reactome:ProteinReference699
R-HSA-72649,reactome:RnaReference31
R-HSA-72649,reactome:ProteinReference703
R-HSA-72649,reactome:ProteinReference148
R-HSA-72649,reactome:ProteinReference616
R-HSA-193648,reactome:SmallMoleculeReference4
R-HSA-193648,reactome:ProteinReference5939
R-HSA-193648,reactome:ProteinReference6018
R-HSA-193648,reactome:SmallMoleculeReference5
R-HSA-193648,reactome:ProteinReference2751
R-HSA-193648,reactome:SmallMoleculeReference14
R-HSA-193648,reactome:ProteinReference1329
R-HSA-193648,reactome:ProteinReference8412
R-HSA-193648,reactome:ProteinReference7201
R-HSA-193648,reactome:ProteinReference8413
R-HSA-193648,reactome:ProteinReference8414
R-HSA-193648,reactome:SmallMoleculeReference15
R-HSA-193648,reactome:SmallMoleculeReference27
R-HSA-193648,
R-HSA-9702998,
R-HSA-9702998,reactome:SmallMoleculeReference912
R-HSA-5654227,reactome:ProteinReference5164
R-HSA-5654227,
R-HSA-5654227,reactome:SmallMoleculeReference4
R-HSA-5654227,reactome:SmallMoleculeReference157
R-HSA-5654227,reactome:SmallMoleculeReference5
R-HSA-111458,reactome:ProteinReference5940
R-HSA-111458,reactome:SmallMoleculeReference4
R-HSA-111458,reactome:ProteinReference9053
R-HSA-111458,reactome:ProteinReference1728
R-HSA-111458,reactome:ProteinReference11655
R-HSA-111458,reactome:ProteinReference10649
R-HSA-111458,reactome:ProteinReference11654
R-HSA-111458,reactome:SmallMoleculeReference5
R-HSA-111458,reactome:ProteinReference8279
R-HSA-111458,
R-HSA-111458,reactome:ProteinReference7877
R-HSA-111458,reactome:ProteinReference11652
R-HSA-977443,reactome:SmallMoleculeReference72
R-HSA-977443,reactome:ProteinReference1406
R-HSA-977443,reactome:SmallMoleculeReference70
R-HSA-977443,reactome:SmallMoleculeReference14
R-HSA-977443,reactome:SmallMoleculeReference17
R-HSA-977443,reactome:ProteinReference1392
R-HSA-977443,reactome:SmallMoleculeReference13
R-HSA-977443,reactome:SmallMoleculeReference27
R-HSA-977443,reactome:SmallMoleculeReference15
R-HSA-977443,reactome:ProteinReference1380
R-HSA-977443,reactome:ProteinReference1379
R-HSA-977443,
R-HSA-977443,reactome:SmallMoleculeReference58
R-HSA-3000484,reactome:ProteinReference2638
R-HSA-3000484,
R-HSA-1855167,reactome:SmallMoleculeReference4
R-HSA-1855167,reactome:SmallMoleculeReference1919
R-HSA-1855167,reactome:SmallMoleculeReference1922
R-HSA-1855167,reactome:SmallMoleculeReference5
R-HSA-1855167,
R-HSA-1855167,reactome:SmallMoleculeReference657
R-HSA-1855167,reactome:SmallMoleculeReference8
R-HSA-1855167,reactome:SmallMoleculeReference13
R-HSA-1855167,reactome:SmallMoleculeReference656
R-HSA-1855167,reactome:SmallMoleculeReference17
R-HSA-1855167,reactome:ProteinReference5245
R-HSA-1855167,reactome:SmallMoleculeReference1920
R-HSA-1855167,reactome:ProteinReference9842
R-HSA-1855167,reactome:SmallMoleculeReference1924
R-HSA-1855167,reactome:SmallMoleculeReference1925
R-HSA-1855167,reactome:SmallMoleculeReference1927
R-HSA-1855167,reactome:SmallMoleculeReference1921
R-HSA-1855167,reactome:ProteinReference9839
R-HSA-1855167,reactome:SmallMoleculeReference1923
R-HSA-9702569,reactome:SmallMoleculeReference911
R-HSA-9702569,
R-HSA-425410,reactome:SmallMoleculeReference1
R-HSA-425410,reactome:SmallMoleculeReference370
R-HSA-425410,reactome:ProteinReference9360
R-HSA-425410,reactome:SmallMoleculeReference32
R-HSA-425410,reactome:ProteinReference6169
R-HSA-425410,reactome:ProteinReference6140
R-HSA-425410,reactome:SmallMoleculeReference961
R-HSA-425410,reactome:SmallMoleculeReference12
R-HSA-425410,reactome:SmallMoleculeReference745
R-HSA-425410,
R-HSA-425410,reactome:ProteinReference9351
R-HSA-425410,reactome:ProteinReference9356
R-HSA-425410,reactome:ProteinReference9354
R-HSA-425410,reactome:SmallMoleculeReference11
R-HSA-425410,reactome:ProteinReference9346
R-HSA-425410,reactome:ProteinReference4414
R-HSA-425410,reactome:ProteinReference4413
R-HSA-425410,reactome:ProteinReference9345
R-HSA-425410,reactome:SmallMoleculeReference65
R-HSA-425410,reactome:ProteinReference6181
R-HSA-425410,reactome:SmallMoleculeReference58
R-HSA-425410,reactome:ProteinReference6152
R-HSA-425410,reactome:SmallMoleculeReference1653
R-HSA-425410,reactome:ProteinReference9344
R-HSA-425410,reactome:ProteinReference1294
R-HSA-425410,reactome:ProteinReference1661
R-HSA-425410,reactome:SmallMoleculeReference293
R-HSA-425410,reactome:ProteinReference4344
R-HSA-425410,reactome:ProteinReference9357
R-HSA-425410,reactome:ProteinReference8921
R-HSA-425410,reactome:ProteinReference6143
R-HSA-425410,reactome:SmallMoleculeReference17
R-HSA-166665,reactome:ProteinReference7376
R-HSA-166665,reactome:ProteinReference8744
R-HSA-166665,reactome:ProteinReference8742
R-HSA-166665,reactome:ProteinReference8743
R-HSA-166665,reactome:ProteinReference8741
R-HSA-166665,reactome:ProteinReference8740
R-HSA-166665,reactome:ProteinReference8745
R-HSA-166665,reactome:ProteinReference5071
R-HSA-73887,reactome:ProteinReference8417
R-HSA-73887,reactome:ProteinReference8412
R-HSA-73887,reactome:ProteinReference7201
R-HSA-73887,
R-HSA-73887,reactome:ProteinReference4521
R-HSA-73887,reactome:ProteinReference4522
R-HSA-73887,reactome:ProteinReference2824
R-HSA-73887,reactome:ProteinReference2823
R-HSA-73887,reactome:ProteinReference3947
R-HSA-73887,reactome:SmallMoleculeReference12
R-HSA-73887,reactome:ProteinReference4846
R-HSA-73887,reactome:ProteinReference8411
R-HSA-73887,reactome:ProteinReference8419
R-HSA-73887,reactome:ProteinReference8136
R-HSA-73887,reactome:SmallMoleculeReference27
R-HSA-73887,reactome:ProteinReference4020
R-HSA-73887,reactome:SmallMoleculeReference14
R-HSA-73887,reactome:ProteinReference7806
R-HSA-73887,reactome:SmallMoleculeReference4
R-HSA-73887,reactome:ProteinReference5939
R-HSA-73887,reactome:ProteinReference6018
R-HSA-73887,reactome:SmallMoleculeReference5
R-HSA-73887,reactome:ProteinReference2751
R-HSA-73887,reactome:ProteinReference1329
R-HSA-73887,reactome:ProteinReference8413
R-HSA-73887,reactome:ProteinReference8414
R-HSA-73887,reactome:SmallMoleculeReference15
R-HSA-73887,reactome:ProteinReference8415
R-HSA-73887,reactome:ProteinReference1811
R-HSA-73887,reactome:ProteinReference8345
R-HSA-73887,reactome:ProteinReference2873
R-HSA-73887,reactome:ProteinReference3132
R-HSA-73887,reactome:ProteinReference3129
R-HSA-73887,reactome:ProteinReference6815
R-HSA-73887,reactome:ProteinReference7008
R-HSA-73887,reactome:ProteinReference228
R-HSA-73887,reactome:ProteinReference8418
R-HSA-73887,reactome:ProteinReference4024
R-HSA-73887,reactome:SmallMoleculeReference8
R-HSA-73887,reactome:SmallMoleculeReference1584
R-HSA-73887,reactome:SmallMoleculeReference1586
R-HSA-73887,reactome:SmallMoleculeReference1585
R-HSA-73887,reactome:ProteinReference8401
R-HSA-73887,reactome:SmallMoleculeReference17
R-HSA-73887,reactome:ProteinReference8409
R-HSA-73887,reactome:ProteinReference6079
R-HSA-73887,reactome:ProteinReference6080
R-HSA-73887,reactome:ProteinReference8410
R-HSA-73887,reactome:ProteinReference8387
R-HSA-73887,reactome:ProteinReference5223
R-HSA-73887,reactome:ProteinReference3978
R-HSA-73887,reactome:ProteinReference3979
R-HSA-73887,reactome:ProteinReference3948
R-HSA-73887,reactome:ProteinReference6078
R-HSA-73887,reactome:ProteinReference3946
R-HSA-73887,reactome:ProteinReference1520
R-HSA-73887,reactome:ProteinReference8396
R-HSA-73887,reactome:ProteinReference8397
R-HSA-73887,reactome:ProteinReference3131
R-HSA-73887,reactome:ProteinReference3130
R-HSA-73887,reactome:ProteinReference2509
R-HSA-73887,reactome:ProteinReference188
R-HSA-73887,reactome:ProteinReference8395
R-HSA-73887,reactome:ProteinReference8388
R-HSA-73887,reactome:ProteinReference6088
R-HSA-73887,reactome:ProteinReference5950
R-HSA-73887,reactome:ProteinReference3945
R-HSA-73887,reactome:ProteinReference8399
R-HSA-73887,reactome:ProteinReference2719
R-HSA-73887,reactome:ProteinReference8394
R-HSA-73887,reactome:ProteinReference4025
R-HSA-73887,reactome:ProteinReference8407
R-HSA-73887,reactome:ProteinReference8406
R-HSA-73887,reactome:ProteinReference4064
R-HSA-73887,reactome:ProteinReference1118
R-HSA-73887,reactome:ProteinReference1119
R-HSA-73887,reactome:ProteinReference4056
R-HSA-73887,reactome:ProteinReference633
R-HSA-73887,reactome:ProteinReference7281
R-HSA-73887,reactome:ProteinReference1120
R-HSA-73887,reactome:ProteinReference8408
R-HSA-73887,reactome:ProteinReference2467
R-HSA-73887,reactome:ProteinReference8400
R-HSA-73887,reactome:ProteinReference6094
R-HSA-73887,reactome:ProteinReference8386
R-HSA-1234176,reactome:ProteinReference2657
R-HSA-1234176,reactome:SmallMoleculeReference49
R-HSA-1234176,reactome:SmallMoleculeReference48
R-HSA-1234176,reactome:SmallMoleculeReference45
R-HSA-1234176,reactome:SmallMoleculeReference50
R-HSA-1234176,
R-HSA-1234176,reactome:ProteinReference2669
R-HSA-1234176,reactome:ProteinReference2662
R-HSA-1234176,reactome:ProteinReference2665
R-HSA-1234176,reactome:ProteinReference2664
R-HSA-1234176,reactome:ProteinReference2663
R-HSA-1234176,reactome:ProteinReference2666
R-HSA-1234176,reactome:ProteinReference2656
R-HSA-1234176,reactome:ProteinReference158
R-HSA-1234176,reactome:ProteinReference160
R-HSA-1234176,reactome:ProteinReference155
R-HSA-1234176,reactome:ProteinReference159
R-HSA-1234176,reactome:ProteinReference156
R-HSA-1234176,reactome:ProteinReference157
R-HSA-1234176,reactome:ProteinReference154
R-HSA-1234176,reactome:ProteinReference165
R-HSA-1234176,reactome:ProteinReference164
R-HSA-1234176,reactome:ProteinReference161
R-HSA-1234176,reactome:ProteinReference167
R-HSA-1234176,reactome:ProteinReference163
R-HSA-1234176,reactome:ProteinReference162
R-HSA-1234176,reactome:ProteinReference166
R-HSA-1234176,reactome:ProteinReference176
R-HSA-1234176,reactome:ProteinReference175
R-HSA-1234176,reactome:ProteinReference174
R-HSA-1234176,reactome:ProteinReference173
R-HSA-1234176,reactome:ProteinReference170
R-HSA-1234176,reactome:ProteinReference169
R-HSA-1234176,reactome:ProteinReference172
R-HSA-1234176,reactome:ProteinReference171
R-HSA-1234176,reactome:ProteinReference168
R-HSA-1234176,reactome:ProteinReference180
R-HSA-1234176,reactome:ProteinReference185
R-HSA-1234176,reactome:ProteinReference184
R-HSA-1234176,reactome:ProteinReference181
R-HSA-1234176,reactome:ProteinReference182
R-HSA-1234176,reactome:ProteinReference183
R-HSA-1234176,reactome:ProteinReference179
R-HSA-1234176,reactome:ProteinReference178
R-HSA-1234176,reactome:ProteinReference177
R-HSA-5358346,reactome:ProteinReference7926
R-HSA-5358346,
R-HSA-5358346,reactome:ProteinReference4846
R-HSA-5358346,reactome:ProteinReference5718
R-HSA-5358346,reactome:ProteinReference4378
R-HSA-5358346,reactome:ProteinReference7927
R-HSA-5358346,reactome:ProteinReference3068
R-HSA-5358346,reactome:ProteinReference3638
R-HSA-5358346,reactome:ProteinReference2682
R-HSA-5358346,reactome:ProteinReference3639
R-HSA-5358346,reactome:SmallMoleculeReference4
R-HSA-5358346,reactome:SmallMoleculeReference8
R-HSA-5358346,reactome:SmallMoleculeReference886
R-HSA-5358346,reactome:SmallMoleculeReference5
R-HSA-5358346,reactome:ProteinReference158
R-HSA-5358346,reactome:ProteinReference160
R-HSA-5358346,reactome:ProteinReference155
R-HSA-5358346,reactome:ProteinReference159
R-HSA-5358346,reactome:ProteinReference156
R-HSA-5358346,reactome:ProteinReference157
R-HSA-5358346,reactome:ProteinReference154
R-HSA-5358346,reactome:ProteinReference165
R-HSA-5358346,reactome:ProteinReference164
R-HSA-5358346,reactome:ProteinReference161
R-HSA-5358346,reactome:ProteinReference167
R-HSA-5358346,reactome:ProteinReference163
R-HSA-5358346,reactome:ProteinReference162
R-HSA-5358346,reactome:ProteinReference166
R-HSA-5358346,reactome:ProteinReference176
R-HSA-5358346,reactome:ProteinReference175
R-HSA-5358346,reactome:ProteinReference174
R-HSA-5358346,reactome:ProteinReference173
R-HSA-5358346,reactome:ProteinReference170
R-HSA-5358346,reactome:ProteinReference169
R-HSA-5358346,reactome:ProteinReference172
R-HSA-5358346,reactome:ProteinReference171
R-HSA-5358346,reactome:ProteinReference168
R-HSA-5358346,reactome:ProteinReference180
R-HSA-5358346,reactome:ProteinReference185
R-HSA-5358346,reactome:ProteinReference184
R-HSA-5358346,reactome:ProteinReference181
R-HSA-5358346,reactome:ProteinReference182
R-HSA-5358346,reactome:ProteinReference183
R-HSA-5358346,reactome:ProteinReference179
R-HSA-5358346,reactome:ProteinReference178
R-HSA-5358346,reactome:ProteinReference177
R-HSA-5358346,reactome:ProteinReference2970
R-HSA-5358346,reactome:SmallMoleculeReference256
R-HSA-5358346,reactome:SmallMoleculeReference603
R-HSA-5358346,reactome:SmallMoleculeReference29
R-HSA-5358346,reactome:ProteinReference5992
R-HSA-5669034,reactome:ProteinReference9297
R-HSA-5669034,reactome:ProteinReference9298
R-HSA-5669034,reactome:ProteinReference9310
R-HSA-5669034,reactome:ProteinReference9311
R-HSA-5669034,
R-HSA-5669034,reactome:ProteinReference9304
R-HSA-5669034,reactome:ProteinReference9303
R-HSA-5669034,reactome:ProteinReference9296
R-HSA-5669034,reactome:ProteinReference9295
R-HSA-5669034,reactome:ProteinReference9294
R-HSA-5669034,reactome:ProteinReference9312
R-HSA-5669034,reactome:ProteinReference9313
R-HSA-5669034,reactome:ProteinReference9292
R-HSA-5669034,reactome:ProteinReference9293
R-HSA-5669034,reactome:ProteinReference9307
R-HSA-5669034,reactome:ProteinReference9308
R-HSA-5669034,reactome:ProteinReference9289
R-HSA-5669034,reactome:ProteinReference9302
R-HSA-5669034,reactome:ProteinReference9299
R-HSA-5669034,reactome:ProteinReference9309
R-HSA-5669034,reactome:ProteinReference9300
R-HSA-2408499,reactome:SmallMoleculeReference8
R-HSA-2408499,reactome:SmallMoleculeReference2728
R-HSA-2408499,reactome:SmallMoleculeReference2729
R-HSA-2408499,reactome:SmallMoleculeReference2712
R-HSA-2408499,
R-HSA-2408499,reactome:SmallMoleculeReference2727
R-HSA-2408499,reactome:SmallMoleculeReference2
R-HSA-2408499,reactome:SmallMoleculeReference380
R-HSA-2408499,reactome:SmallMoleculeReference3
R-HSA-2408499,reactome:SmallMoleculeReference2725
R-HSA-2408499,reactome:SmallMoleculeReference2726
R-HSA-2408499,reactome:SmallMoleculeReference2730
R-HSA-2408499,reactome:SmallMoleculeReference2721
R-HSA-209931,reactome:SmallMoleculeReference64
R-HSA-209931,reactome:SmallMoleculeReference28
R-HSA-209931,reactome:SmallMoleculeReference2777
R-HSA-209931,reactome:SmallMoleculeReference29
R-HSA-209931,reactome:ProteinReference10729
R-HSA-209931,reactome:SmallMoleculeReference2
R-HSA-209931,reactome:SmallMoleculeReference11
R-HSA-209931,reactome:SmallMoleculeReference1500
R-HSA-209931,reactome:SmallMoleculeReference3
R-HSA-209931,reactome:ProteinReference10730
R-HSA-209931,reactome:SmallMoleculeReference2776
R-HSA-209931,reactome:SmallMoleculeReference45
R-HSA-209931,reactome:ProteinReference10715
R-HSA-209931,reactome:SmallMoleculeReference48
R-HSA-209931,reactome:SmallMoleculeReference387
R-HSA-209931,reactome:SmallMoleculeReference398
R-HSA-209931,reactome:SmallMoleculeReference2672
R-HSA-209931,reactome:SmallMoleculeReference32
R-HSA-8852405,reactome:ProteinReference7310
R-HSA-8852405,reactome:SmallMoleculeReference8
R-HSA-8852405,
R-HSA-8852405,reactome:ProteinReference7296
R-HSA-8852405,reactome:SmallMoleculeReference4
R-HSA-8852405,reactome:ProteinReference7311
R-HSA-8852405,reactome:SmallMoleculeReference5
R-HSA-9673221,
R-HSA-9673221,reactome:SmallMoleculeReference1
R-HSA-9673221,reactome:ProteinReference4976
R-HSA-9673221,reactome:ProteinReference4974
R-HSA-9673221,reactome:ProteinReference4975
R-HSA-9673221,reactome:ProteinReference4977
R-HSA-9673221,reactome:ProteinReference5120
R-HSA-629587,reactome:SmallMoleculeReference71
R-HSA-629587,
R-HSA-629587,reactome:SmallMoleculeReference65
R-HSA-1980143,reactome:ProteinReference2884
R-HSA-1980143,reactome:ProteinReference7834
R-HSA-1980143,
R-HSA-1980143,reactome:ProteinReference5947
R-HSA-1980143,reactome:SmallMoleculeReference12
R-HSA-1980143,reactome:ProteinReference4521
R-HSA-1980143,reactome:ProteinReference4522
R-HSA-1980143,reactome:ProteinReference6763
R-HSA-1980143,reactome:ProteinReference7833
R-HSA-1980143,reactome:ProteinReference5945
R-HSA-1980143,reactome:ProteinReference7835
R-HSA-1980143,reactome:ProteinReference7836
R-HSA-1980143,reactome:ProteinReference5946
R-HSA-1980143,reactome:ProteinReference5948
R-HSA-1980143,reactome:ProteinReference2662
R-HSA-1980143,reactome:ProteinReference2887
R-HSA-1980143,reactome:ProteinReference2886
