pathway1,interaction,pathway2,tag
R-HSA-445717,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-9664323,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-442720,original
R-HSA-432040,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-442720,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-442720,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-163615,original
R-HSA-432040,abstraction:NextStepPathway,R-HSA-111931,original
R-HSA-432040,abstraction:NextStepPathway,R-HSA-111933,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-111997,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-111996,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-112043,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-112040,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-1489509,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-163615,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-111931,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-111933,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-111997,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-111996,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-112043,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-112040,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-1489509,inferred
R-HSA-445717,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-163615,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-111931,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-111933,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-111997,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-111996,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-112043,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-112040,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-1489509,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-9660821,original
R-HSA-445717,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-111957,original
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-111957,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-111957,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-111957,inferred
R-HSA-164378,abstraction:NextStepPathway,R-HSA-111957,original
R-HSA-163359,abstraction:NextStepPathway,R-HSA-111957,inferred
R-HSA-163685,abstraction:NextStepPathway,R-HSA-111957,inferred
R-HSA-1430728,abstraction:NextStepPathway,R-HSA-111957,inferred
R-HSA-432040,abstraction:NextStepPathway,R-HSA-111957,original
R-HSA-445717,abstraction:NextStepPathway,R-HSA-111957,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-111957,inferred
R-HSA-8853884,abstraction:NextStepPathway,R-HSA-2559582,original
R-HSA-8853884,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-8853884,abstraction:NextStepPathway,R-HSA-2262752,inferred
R-HSA-8853884,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-212436,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-212436,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-196108,abstraction:NextStepPathway,R-HSA-211976,original
R-HSA-196108,abstraction:NextStepPathway,R-HSA-211897,inferred
R-HSA-196108,abstraction:NextStepPathway,R-HSA-211945,inferred
R-HSA-196108,abstraction:NextStepPathway,R-HSA-211859,inferred
R-HSA-2468052,abstraction:NextStepPathway,R-HSA-2500257,original
R-HSA-2468052,abstraction:NextStepPathway,R-HSA-68877,inferred
R-HSA-2468052,abstraction:NextStepPathway,R-HSA-68886,inferred
R-HSA-69242,abstraction:NextStepPathway,R-HSA-2500257,inferred
R-HSA-69242,abstraction:NextStepPathway,R-HSA-68877,inferred
R-HSA-69242,abstraction:NextStepPathway,R-HSA-68886,inferred
R-HSA-901032,abstraction:NextStepPathway,R-HSA-948021,original
R-HSA-901042,abstraction:NextStepPathway,R-HSA-948021,original
R-HSA-532668,abstraction:NextStepPathway,R-HSA-948021,inferred
R-HSA-9833109,abstraction:NextStepPathway,R-HSA-909733,original
R-HSA-9833109,abstraction:NextStepPathway,R-HSA-913531,inferred
R-HSA-9833109,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-9833109,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9833110,abstraction:NextStepPathway,R-HSA-909733,inferred
R-HSA-9833110,abstraction:NextStepPathway,R-HSA-913531,inferred
R-HSA-9833110,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-9833110,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9820952,abstraction:NextStepPathway,R-HSA-909733,inferred
R-HSA-9820952,abstraction:NextStepPathway,R-HSA-913531,inferred
R-HSA-9820952,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-9820952,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-909733,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-913531,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-909733,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-913531,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-909733,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-913531,inferred
R-HSA-1059683,abstraction:NextStepPathway,R-HSA-9931295,original
R-HSA-1059683,abstraction:NextStepPathway,R-HSA-9909615,inferred
R-HSA-1059683,abstraction:NextStepPathway,R-HSA-9909648,inferred
R-HSA-1059683,abstraction:NextStepPathway,R-HSA-389948,inferred
R-HSA-1059683,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-1059683,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-6783589,abstraction:NextStepPathway,R-HSA-9931295,inferred
R-HSA-6783589,abstraction:NextStepPathway,R-HSA-9909615,inferred
R-HSA-6783589,abstraction:NextStepPathway,R-HSA-9909648,inferred
R-HSA-6783589,abstraction:NextStepPathway,R-HSA-389948,inferred
R-HSA-6783589,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-6783589,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-9931295,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-9909615,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-9909648,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-389948,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-9931295,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-9909615,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-9909648,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-389948,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-450321,abstraction:NextStepPathway,R-HSA-450341,original
R-HSA-450321,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-450321,abstraction:NextStepPathway,R-HSA-2871796,original
R-HSA-450321,abstraction:NextStepPathway,R-HSA-2454202,inferred
R-HSA-450321,abstraction:NextStepPathway,R-HSA-2559580,original
R-HSA-450321,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-450321,abstraction:NextStepPathway,R-HSA-2262752,inferred
R-HSA-450321,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-1912408,abstraction:NextStepPathway,R-HSA-1912399,original
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-2871809,original
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-2454202,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-2871809,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-2454202,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-2871809,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-2454202,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-2871809,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-445355,original
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-397014,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-445355,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-397014,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-445355,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-397014,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-445355,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-397014,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-5218921,original
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-4420097,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-194138,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-5218921,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-4420097,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-194138,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-5218921,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-4420097,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-194138,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-5218921,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-4420097,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-194138,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-5607763,original
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-5607764,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-5621481,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-5607763,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-5607764,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-5621481,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-5607763,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-5607764,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-5621481,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-5607763,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-5607764,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-5621481,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-983695,original
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-983705,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-983695,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-983705,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-983695,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-983705,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-983695,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-983705,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-2514859,original
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-2514856,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-2187338,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-9709957,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-2514859,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-2514856,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-2187338,inferred
R-HSA-9860931,abstraction:NextStepPathway,R-HSA-9709957,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-2514859,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-2514856,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-2187338,inferred
R-HSA-9855142,abstraction:NextStepPathway,R-HSA-9709957,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-2514859,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-2514856,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-2187338,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-9709957,inferred
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-9860927,original
R-HSA-167060,abstraction:NextStepPathway,R-HSA-187042,original
R-HSA-167060,abstraction:NextStepPathway,R-HSA-187015,inferred
R-HSA-167060,abstraction:NextStepPathway,R-HSA-187037,inferred
R-HSA-9036866,abstraction:NextStepPathway,R-HSA-187042,inferred
R-HSA-9036866,abstraction:NextStepPathway,R-HSA-187015,inferred
R-HSA-9036866,abstraction:NextStepPathway,R-HSA-187037,original
R-HSA-9931529,abstraction:NextStepPathway,R-HSA-9931510,original
R-HSA-9931529,abstraction:NextStepPathway,R-HSA-1368108,original
R-HSA-202424,abstraction:NextStepPathway,R-HSA-6811558,original
R-HSA-202424,abstraction:NextStepPathway,R-HSA-199418,inferred
R-HSA-202424,abstraction:NextStepPathway,R-HSA-1257604,original
R-HSA-202424,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-202424,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-202403,abstraction:NextStepPathway,R-HSA-6811558,inferred
R-HSA-202403,abstraction:NextStepPathway,R-HSA-199418,inferred
R-HSA-202403,abstraction:NextStepPathway,R-HSA-1257604,inferred
R-HSA-202403,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-202403,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-6811558,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-199418,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-6811558,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-199418,inferred
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-156588,original
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-156580,inferred
R-HSA-9749641,abstraction:NextStepPathway,R-HSA-211859,inferred
R-HSA-9748784,abstraction:NextStepPathway,R-HSA-156588,inferred
R-HSA-9748784,abstraction:NextStepPathway,R-HSA-156580,inferred
R-HSA-9748784,abstraction:NextStepPathway,R-HSA-211859,inferred
R-HSA-69541,abstraction:NextStepPathway,R-HSA-6804756,original
R-HSA-69541,abstraction:NextStepPathway,R-HSA-5633007,inferred
R-HSA-69541,abstraction:NextStepPathway,R-HSA-3700989,inferred
R-HSA-69541,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-69541,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-69541,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-69563,abstraction:NextStepPathway,R-HSA-6804756,inferred
R-HSA-69563,abstraction:NextStepPathway,R-HSA-5633007,inferred
R-HSA-69580,abstraction:NextStepPathway,R-HSA-6804756,inferred
R-HSA-69580,abstraction:NextStepPathway,R-HSA-5633007,inferred
R-HSA-69615,abstraction:NextStepPathway,R-HSA-6804756,inferred
R-HSA-69615,abstraction:NextStepPathway,R-HSA-5633007,inferred
R-HSA-6804757,abstraction:NextStepPathway,R-HSA-6804756,original
R-HSA-6806003,abstraction:NextStepPathway,R-HSA-6804756,inferred
R-HSA-69541,abstraction:NextStepPathway,R-HSA-6804757,original
R-HSA-69541,abstraction:NextStepPathway,R-HSA-6806003,inferred
R-HSA-69563,abstraction:NextStepPathway,R-HSA-6804757,inferred
R-HSA-69563,abstraction:NextStepPathway,R-HSA-6806003,inferred
R-HSA-69580,abstraction:NextStepPathway,R-HSA-6804757,inferred
R-HSA-69580,abstraction:NextStepPathway,R-HSA-6806003,inferred
R-HSA-69615,abstraction:NextStepPathway,R-HSA-6804757,inferred
R-HSA-69615,abstraction:NextStepPathway,R-HSA-6806003,inferred
R-HSA-69541,abstraction:NextStepPathway,R-HSA-6804760,original
R-HSA-69563,abstraction:NextStepPathway,R-HSA-6804760,inferred
R-HSA-69580,abstraction:NextStepPathway,R-HSA-6804760,inferred
R-HSA-69615,abstraction:NextStepPathway,R-HSA-6804760,inferred
R-HSA-69620,abstraction:NextStepPathway,R-HSA-6804760,inferred
R-HSA-1640170,abstraction:NextStepPathway,R-HSA-6804760,inferred
R-HSA-6804757,abstraction:NextStepPathway,R-HSA-6804760,original
R-HSA-6806003,abstraction:NextStepPathway,R-HSA-6804760,inferred
R-HSA-69541,abstraction:NextStepPathway,R-HSA-8941858,original
R-HSA-69541,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-69563,abstraction:NextStepPathway,R-HSA-8941858,inferred
R-HSA-69563,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-69580,abstraction:NextStepPathway,R-HSA-8941858,inferred
R-HSA-69580,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-69615,abstraction:NextStepPathway,R-HSA-8941858,inferred
R-HSA-69615,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-69620,abstraction:NextStepPathway,R-HSA-8941858,inferred
R-HSA-69620,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-1640170,abstraction:NextStepPathway,R-HSA-8941858,inferred
R-HSA-1640170,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-6804757,abstraction:NextStepPathway,R-HSA-8941858,original
R-HSA-6804757,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-6806003,abstraction:NextStepPathway,R-HSA-8941858,inferred
R-HSA-6806003,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-5633007,abstraction:NextStepPathway,R-HSA-8941858,inferred
R-HSA-5633007,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-3700989,abstraction:NextStepPathway,R-HSA-8941858,inferred
R-HSA-3700989,abstraction:NextStepPathway,R-HSA-8878159,inferred
R-HSA-1660661,abstraction:NextStepPathway,R-HSA-9840310,original
R-HSA-1660661,abstraction:NextStepPathway,R-HSA-1660662,inferred
R-HSA-9034013,abstraction:NextStepPathway,R-HSA-9603381,original
R-HSA-9034013,abstraction:NextStepPathway,R-HSA-9034864,original
R-HSA-9034013,abstraction:NextStepPathway,R-HSA-9034793,original
R-HSA-381042,abstraction:NextStepPathway,R-HSA-9633012,original
R-HSA-381042,abstraction:NextStepPathway,R-HSA-9711097,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-9633012,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-9711097,inferred
R-HSA-381042,abstraction:NextStepPathway,R-HSA-9648895,original
R-HSA-381119,abstraction:NextStepPathway,R-HSA-9648895,inferred
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-6804756,original
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-5633007,inferred
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-3700989,inferred
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-6804756,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-5633007,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-3700989,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-6804756,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-5633007,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-6804756,inferred
