pathwayID,interaction,nextPathwayID,tag
R-HSA-1433557,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-1433557,abstraction:NextStepPathway,R-HSA-6811558,orignal
R-HSA-1433557,abstraction:NextStepPathway,R-HSA-1257604,orignal
R-HSA-5627117,abstraction:NextStepPathway,R-HSA-416572,orignal
R-HSA-5627117,abstraction:NextStepPathway,R-HSA-5625740,orignal
R-HSA-5627117,abstraction:NextStepPathway,R-HSA-5627123,orignal
R-HSA-9648002,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-167200,abstraction:NextStepPathway,R-HSA-167246,orignal
R-HSA-71064,abstraction:NextStepPathway,R-HSA-9856872,orignal
R-HSA-71064,abstraction:NextStepPathway,R-HSA-77352,orignal
R-HSA-71064,abstraction:NextStepPathway,R-HSA-1442490,orignal
R-HSA-71064,abstraction:NextStepPathway,R-HSA-9858328,orignal
R-HSA-71064,abstraction:NextStepPathway,R-HSA-8963693,orignal
R-HSA-189451,abstraction:NextStepPathway,R-HSA-917937,orignal
R-HSA-189451,abstraction:NextStepPathway,R-HSA-9755779,orignal
R-HSA-189451,abstraction:NextStepPathway,R-HSA-9707564,orignal
R-HSA-189451,abstraction:NextStepPathway,R-HSA-189483,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-179812,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-9009391,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-1227986,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-5638303,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-1236394,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-180336,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-9013507,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-180292,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-212718,orignal
R-HSA-177929,abstraction:NextStepPathway,R-HSA-182971,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-611105,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-400206,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-2426168,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-2032785,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-9707616,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-844456,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-166187,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-9931509,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-189483,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-167826,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-8951671,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-1368108,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-9660826,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-9933387,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-163210,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-381340,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-2151201,orignal
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-1989781,orignal
R-HSA-5601884,abstraction:NextStepPathway,R-HSA-9845323,orignal
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-69563,orignal
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-2559582,orignal
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-69202,orignal
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-69895,orignal
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-69656,orignal
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-2559586,orignal
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-8852276,orignal
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-187577,orignal
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-9617828,orignal
R-HSA-1483248,abstraction:NextStepPathway,R-HSA-1483196,orignal
R-HSA-1483248,abstraction:NextStepPathway,R-HSA-1482922,orignal
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694631,orignal
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694719,orignal
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694493,orignal
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694594,orignal
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694548,orignal
R-HSA-202430,abstraction:NextStepPathway,R-HSA-202433,orignal
R-HSA-975163,abstraction:NextStepPathway,R-HSA-937072,orignal
R-HSA-1250196,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-8854691,abstraction:NextStepPathway,R-HSA-449836,orignal
R-HSA-8854691,abstraction:NextStepPathway,R-HSA-5683057,orignal
R-HSA-8854691,abstraction:NextStepPathway,R-HSA-9909649,orignal
R-HSA-8854691,abstraction:NextStepPathway,R-HSA-6783783,orignal
R-HSA-2142696,abstraction:NextStepPathway,R-HSA-211979,orignal
R-HSA-5358493,abstraction:NextStepPathway,R-HSA-5336415,orignal
R-HSA-5655862,abstraction:NextStepPathway,R-HSA-110313,orignal
R-HSA-5655862,abstraction:NextStepPathway,R-HSA-5656169,orignal
R-HSA-5607764,abstraction:NextStepPathway,R-HSA-209560,orignal
R-HSA-5607764,abstraction:NextStepPathway,R-HSA-9909649,orignal
R-HSA-5607764,abstraction:NextStepPathway,R-HSA-2871837,orignal
R-HSA-5607764,abstraction:NextStepPathway,R-HSA-9020702,orignal
R-HSA-5607764,abstraction:NextStepPathway,R-HSA-202424,orignal
R-HSA-196108,abstraction:NextStepPathway,R-HSA-194002,orignal
R-HSA-196108,abstraction:NextStepPathway,R-HSA-193048,orignal
R-HSA-196108,abstraction:NextStepPathway,R-HSA-211976,orignal
R-HSA-196108,abstraction:NextStepPathway,R-HSA-193993,orignal
R-HSA-9725370,abstraction:NextStepPathway,R-HSA-9725371,orignal
R-HSA-1855192,abstraction:NextStepPathway,R-HSA-1855231,orignal
R-HSA-8932506,abstraction:NextStepPathway,R-HSA-9939291,orignal
R-HSA-8932506,abstraction:NextStepPathway,R-HSA-8932504,orignal
R-HSA-8932506,abstraction:NextStepPathway,R-HSA-8932505,orignal
R-HSA-191859,abstraction:NextStepPathway,R-HSA-9754678,orignal
R-HSA-1482801,abstraction:NextStepPathway,R-HSA-1483213,orignal
R-HSA-1482801,abstraction:NextStepPathway,R-HSA-1483248,orignal
R-HSA-2142700,abstraction:NextStepPathway,R-HSA-2142691,orignal
R-HSA-2142700,abstraction:NextStepPathway,R-HSA-444473,orignal
R-HSA-165159,abstraction:NextStepPathway,R-HSA-1632852,orignal
R-HSA-165159,abstraction:NextStepPathway,R-HSA-380972,orignal
R-HSA-165159,abstraction:NextStepPathway,R-HSA-5628897,orignal
R-HSA-165159,abstraction:NextStepPathway,R-HSA-166208,orignal
R-HSA-5368286,abstraction:NextStepPathway,R-HSA-5389840,orignal
R-HSA-2467813,abstraction:NextStepPathway,R-HSA-176407,orignal
R-HSA-2467813,abstraction:NextStepPathway,R-HSA-174154,orignal
R-HSA-445989,abstraction:NextStepPathway,R-HSA-5684264,orignal
R-HSA-445989,abstraction:NextStepPathway,R-HSA-9758274,orignal
R-HSA-445989,abstraction:NextStepPathway,R-HSA-933542,orignal
R-HSA-445989,abstraction:NextStepPathway,R-HSA-9909649,orignal
R-HSA-445989,abstraction:NextStepPathway,R-HSA-9705671,orignal
R-HSA-445989,abstraction:NextStepPathway,R-HSA-168638,orignal
R-HSA-445989,abstraction:NextStepPathway,R-HSA-9860276,orignal
R-HSA-445989,abstraction:NextStepPathway,R-HSA-1810476,orignal
R-HSA-445989,abstraction:NextStepPathway,R-HSA-9020702,orignal
R-HSA-419812,abstraction:NextStepPathway,R-HSA-418555,orignal
R-HSA-419812,abstraction:NextStepPathway,R-HSA-9660821,orignal
R-HSA-5661270,abstraction:NextStepPathway,R-HSA-71336,orignal
R-HSA-176187,abstraction:NextStepPathway,R-HSA-69601,orignal
R-HSA-176187,abstraction:NextStepPathway,R-HSA-69473,orignal
R-HSA-176187,abstraction:NextStepPathway,R-HSA-75035,orignal
R-HSA-176187,abstraction:NextStepPathway,R-HSA-6804756,orignal
R-HSA-72662,abstraction:NextStepPathway,R-HSA-72649,orignal
R-HSA-9033241,abstraction:NextStepPathway,R-HSA-8866654,orignal
R-HSA-9033241,abstraction:NextStepPathway,R-HSA-9033500,orignal
R-HSA-140180,abstraction:NextStepPathway,R-HSA-211979,orignal
R-HSA-140180,abstraction:NextStepPathway,R-HSA-2162123,orignal
R-HSA-69895,abstraction:NextStepPathway,R-HSA-69563,orignal
R-HSA-69895,abstraction:NextStepPathway,R-HSA-69202,orignal
R-HSA-69895,abstraction:NextStepPathway,R-HSA-6804116,orignal
R-HSA-69895,abstraction:NextStepPathway,R-HSA-69656,orignal
R-HSA-69895,abstraction:NextStepPathway,R-HSA-2559586,orignal
R-HSA-69895,abstraction:NextStepPathway,R-HSA-8852276,orignal
R-HSA-69895,abstraction:NextStepPathway,R-HSA-9617828,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9856530,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9634638,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-164378,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9634597,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9664323,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-163560,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-111932,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-432040,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-180024,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-163358,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9031628,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9634600,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-163615,orignal
R-HSA-442720,abstraction:NextStepPathway,R-HSA-9660821,orignal
R-HSA-77588,abstraction:NextStepPathway,R-HSA-73856,orignal
R-HSA-77588,abstraction:NextStepPathway,R-HSA-159230,orignal
R-HSA-186797,abstraction:NextStepPathway,R-HSA-186763,orignal
R-HSA-8953750,abstraction:NextStepPathway,R-HSA-69205,orignal
R-HSA-77346,abstraction:NextStepPathway,R-HSA-611105,orignal
R-HSA-77346,abstraction:NextStepPathway,R-HSA-77348,orignal
R-HSA-1855170,abstraction:NextStepPathway,R-HSA-1855167,orignal
R-HSA-1855170,abstraction:NextStepPathway,R-HSA-1855184,orignal
R-HSA-9937080,abstraction:NextStepPathway,R-HSA-9925561,orignal
R-HSA-9937080,abstraction:NextStepPathway,R-HSA-9925563,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-114508,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-9856530,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-2871809,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-1169091,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-112043,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-9664323,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-2029482,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-1855204,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-1855196,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-445355,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-5218921,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-111997,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-422356,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-5607763,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-1489509,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-4086398,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-5578775,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-983695,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-2514859,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-1855183,orignal
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-9664422,orignal
R-HSA-1660661,abstraction:NextStepPathway,R-HSA-9840310,orignal
R-HSA-1660661,abstraction:NextStepPathway,R-HSA-9845614,orignal
R-HSA-1660661,abstraction:NextStepPathway,R-HSA-419408,orignal
R-HSA-1660661,abstraction:NextStepPathway,R-HSA-9845576,orignal
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-2173791,orignal
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-2173796,orignal
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-2129379,orignal
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-1181150,orignal
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-2173788,orignal
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-1502540,orignal
R-HSA-73728,abstraction:NextStepPathway,R-HSA-73762,orignal
R-HSA-191273,abstraction:NextStepPathway,R-HSA-446199,orignal
R-HSA-191273,abstraction:NextStepPathway,R-HSA-6807047,orignal
R-HSA-191273,abstraction:NextStepPathway,R-HSA-211976,orignal
R-HSA-191273,abstraction:NextStepPathway,R-HSA-211897,orignal
R-HSA-191273,abstraction:NextStepPathway,R-HSA-6807062,orignal
R-HSA-72200,abstraction:NextStepPathway,R-HSA-73856,orignal
R-HSA-72200,abstraction:NextStepPathway,R-HSA-72187,orignal
R-HSA-68962,abstraction:NextStepPathway,R-HSA-69052,orignal
R-HSA-68962,abstraction:NextStepPathway,R-HSA-68952,orignal
R-HSA-351143,abstraction:NextStepPathway,R-HSA-351202,orignal
R-HSA-2979096,abstraction:NextStepPathway,R-HSA-2197563,orignal
R-HSA-196836,abstraction:NextStepPathway,R-HSA-5628897,orignal
R-HSA-196836,abstraction:NextStepPathway,R-HSA-3299685,orignal
R-HSA-196836,abstraction:NextStepPathway,R-HSA-499943,orignal
R-HSA-375276,abstraction:NextStepPathway,R-HSA-418594,orignal
R-HSA-375276,abstraction:NextStepPathway,R-HSA-416476,orignal
R-HSA-375276,abstraction:NextStepPathway,R-HSA-418555,orignal
R-HSA-375276,abstraction:NextStepPathway,R-HSA-9660826,orignal
R-HSA-375276,abstraction:NextStepPathway,R-HSA-9660821,orignal
R-HSA-1606341,abstraction:NextStepPathway,R-HSA-3270619,orignal
R-HSA-1606341,abstraction:NextStepPathway,R-HSA-3134973,orignal
R-HSA-5674135,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-5674135,abstraction:NextStepPathway,R-HSA-170968,orignal
R-HSA-5674135,abstraction:NextStepPathway,R-HSA-112409,orignal
R-HSA-1839117,abstraction:NextStepPathway,R-HSA-5655302,orignal
R-HSA-2022870,abstraction:NextStepPathway,R-HSA-2022923,orignal
R-HSA-2022870,abstraction:NextStepPathway,R-HSA-2024101,orignal
R-HSA-425381,abstraction:NextStepPathway,R-HSA-427601,orignal
R-HSA-425381,abstraction:NextStepPathway,R-HSA-174362,orignal
R-HSA-1660517,abstraction:NextStepPathway,R-HSA-1660508,orignal
R-HSA-1660517,abstraction:NextStepPathway,R-HSA-1855183,orignal
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-6811558,orignal
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-1257604,orignal
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654720,orignal
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654710,orignal
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654689,orignal
R-HSA-912446,abstraction:NextStepPathway,R-HSA-1221632,orignal
R-HSA-446199,abstraction:NextStepPathway,R-HSA-446193,orignal
R-HSA-446199,abstraction:NextStepPathway,R-HSA-191273,orignal
R-HSA-8866654,abstraction:NextStepPathway,R-HSA-9033241,orignal
R-HSA-190370,abstraction:NextStepPathway,R-HSA-5654219,orignal
R-HSA-190370,abstraction:NextStepPathway,R-HSA-5654687,orignal
R-HSA-190370,abstraction:NextStepPathway,R-HSA-5654688,orignal
R-HSA-190370,abstraction:NextStepPathway,R-HSA-5654693,orignal
R-HSA-5663213,abstraction:NextStepPathway,R-HSA-2029482,orignal
R-HSA-5663213,abstraction:NextStepPathway,R-HSA-9664422,orignal
R-HSA-9758890,abstraction:NextStepPathway,R-HSA-9759218,orignal
R-HSA-3928663,abstraction:NextStepPathway,R-HSA-4420097,orignal
R-HSA-171007,abstraction:NextStepPathway,R-HSA-4420097,orignal
R-HSA-176408,abstraction:NextStepPathway,R-HSA-176407,orignal
R-HSA-176408,abstraction:NextStepPathway,R-HSA-176417,orignal
R-HSA-70268,abstraction:NextStepPathway,R-HSA-9856872,orignal
R-HSA-70268,abstraction:NextStepPathway,R-HSA-433692,orignal
R-HSA-70268,abstraction:NextStepPathway,R-HSA-204174,orignal
R-HSA-70268,abstraction:NextStepPathway,R-HSA-70263,orignal
R-HSA-70268,abstraction:NextStepPathway,R-HSA-8964539,orignal
R-HSA-70268,abstraction:NextStepPathway,R-HSA-9861559,orignal
R-HSA-70268,abstraction:NextStepPathway,R-HSA-71403,orignal
R-HSA-442380,abstraction:NextStepPathway,R-HSA-425410,orignal
R-HSA-442380,abstraction:NextStepPathway,R-HSA-1222556,orignal
R-HSA-442380,abstraction:NextStepPathway,R-HSA-6803544,orignal
R-HSA-442380,abstraction:NextStepPathway,R-HSA-264876,orignal
R-HSA-442380,abstraction:NextStepPathway,R-HSA-435368,orignal
R-HSA-74259,abstraction:NextStepPathway,R-HSA-9734281,orignal
R-HSA-74259,abstraction:NextStepPathway,R-HSA-3299685,orignal
R-HSA-6785807,abstraction:NextStepPathway,R-HSA-9960525,orignal
R-HSA-6785807,abstraction:NextStepPathway,R-HSA-9960519,orignal
R-HSA-6785807,abstraction:NextStepPathway,R-HSA-9020558,orignal
R-HSA-6785807,abstraction:NextStepPathway,R-HSA-8985947,orignal
R-HSA-6785807,abstraction:NextStepPathway,R-HSA-111453,orignal
R-HSA-6785807,abstraction:NextStepPathway,R-HSA-9020958,orignal
R-HSA-6785807,abstraction:NextStepPathway,R-HSA-1266695,orignal
R-HSA-6785807,abstraction:NextStepPathway,R-HSA-8983432,orignal
R-HSA-6785807,abstraction:NextStepPathway,R-HSA-6783783,orignal
R-HSA-162699,abstraction:NextStepPathway,R-HSA-8932504,orignal
R-HSA-162699,abstraction:NextStepPathway,R-HSA-162710,orignal
R-HSA-162699,abstraction:NextStepPathway,R-HSA-8932506,orignal
R-HSA-162699,abstraction:NextStepPathway,R-HSA-8932505,orignal
R-HSA-977347,abstraction:NextStepPathway,R-HSA-9856872,orignal
R-HSA-1237112,abstraction:NextStepPathway,R-HSA-1614635,orignal
R-HSA-1237112,abstraction:NextStepPathway,R-HSA-156581,orignal
R-HSA-9683701,abstraction:NextStepPathway,R-HSA-9694631,orignal
R-HSA-9683701,abstraction:NextStepPathway,R-HSA-9683673,orignal
R-HSA-9683701,abstraction:NextStepPathway,R-HSA-9683610,orignal
R-HSA-9683701,abstraction:NextStepPathway,R-HSA-9683683,orignal
R-HSA-9683701,abstraction:NextStepPathway,R-HSA-9683612,orignal
R-HSA-9683701,abstraction:NextStepPathway,R-HSA-9683686,orignal
R-HSA-198693,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-198693,abstraction:NextStepPathway,R-HSA-9634638,orignal
R-HSA-198693,abstraction:NextStepPathway,R-HSA-111932,orignal
R-HSA-198693,abstraction:NextStepPathway,R-HSA-9031628,orignal
R-HSA-198693,abstraction:NextStepPathway,R-HSA-9614399,orignal
R-HSA-8964041,abstraction:NextStepPathway,R-HSA-8964058,orignal
R-HSA-72163,abstraction:NextStepPathway,R-HSA-75094,orignal
R-HSA-72163,abstraction:NextStepPathway,R-HSA-72187,orignal
R-HSA-844615,abstraction:NextStepPathway,R-HSA-448706,orignal
R-HSA-844615,abstraction:NextStepPathway,R-HSA-9660826,orignal
R-HSA-9858328,abstraction:NextStepPathway,R-HSA-71064,orignal
R-HSA-428540,abstraction:NextStepPathway,R-HSA-428543,orignal
R-HSA-9683612,abstraction:NextStepPathway,R-HSA-9679509,orignal
R-HSA-70895,abstraction:NextStepPathway,R-HSA-210500,orignal
R-HSA-70895,abstraction:NextStepPathway,R-HSA-71403,orignal
R-HSA-70895,abstraction:NextStepPathway,R-HSA-9859138,orignal
R-HSA-70895,abstraction:NextStepPathway,R-HSA-71032,orignal
R-HSA-388479,abstraction:NextStepPathway,R-HSA-416476,orignal
R-HSA-388479,abstraction:NextStepPathway,R-HSA-432040,orignal
R-HSA-388479,abstraction:NextStepPathway,R-HSA-418555,orignal
R-HSA-388479,abstraction:NextStepPathway,R-HSA-9660821,orignal
R-HSA-3296197,abstraction:NextStepPathway,R-HSA-418594,orignal
R-HSA-3134975,abstraction:NextStepPathway,R-HSA-1834941,orignal
R-HSA-389599,abstraction:NextStepPathway,R-HSA-389887,orignal
R-HSA-163754,abstraction:NextStepPathway,R-HSA-71336,orignal
R-HSA-9635644,abstraction:NextStepPathway,R-HSA-9636383,orignal
R-HSA-2453902,abstraction:NextStepPathway,R-HSA-2466712,orignal
R-HSA-2453902,abstraction:NextStepPathway,R-HSA-2187335,orignal
R-HSA-2453902,abstraction:NextStepPathway,R-HSA-5365859,orignal
R-HSA-2453902,abstraction:NextStepPathway,R-HSA-2514859,orignal
R-HSA-2453902,abstraction:NextStepPathway,R-HSA-2485179,orignal
R-HSA-190377,abstraction:NextStepPathway,R-HSA-5654221,orignal
R-HSA-190377,abstraction:NextStepPathway,R-HSA-5654699,orignal
R-HSA-190377,abstraction:NextStepPathway,R-HSA-5654700,orignal
R-HSA-9694719,abstraction:NextStepPathway,R-HSA-9754560,orignal
R-HSA-9694719,abstraction:NextStepPathway,R-HSA-9755779,orignal
R-HSA-9694719,abstraction:NextStepPathway,R-HSA-9694322,orignal
R-HSA-9694719,abstraction:NextStepPathway,R-HSA-9705671,orignal
R-HSA-77310,abstraction:NextStepPathway,R-HSA-611105,orignal
R-HSA-77310,abstraction:NextStepPathway,R-HSA-77346,orignal
R-HSA-9839394,abstraction:NextStepPathway,R-HSA-9839383,orignal
R-HSA-2395516,abstraction:NextStepPathway,R-HSA-1362409,orignal
R-HSA-69656,abstraction:NextStepPathway,R-HSA-69563,orignal
R-HSA-69656,abstraction:NextStepPathway,R-HSA-2559582,orignal
R-HSA-69656,abstraction:NextStepPathway,R-HSA-69202,orignal
R-HSA-69656,abstraction:NextStepPathway,R-HSA-6804116,orignal
R-HSA-69656,abstraction:NextStepPathway,R-HSA-176408,orignal
R-HSA-69656,abstraction:NextStepPathway,R-HSA-69273,orignal
R-HSA-69656,abstraction:NextStepPathway,R-HSA-2559586,orignal
R-HSA-69656,abstraction:NextStepPathway,R-HSA-187577,orignal
R-HSA-8847993,abstraction:NextStepPathway,R-HSA-8849469,orignal
R-HSA-8847993,abstraction:NextStepPathway,R-HSA-8849474,orignal
R-HSA-8847993,abstraction:NextStepPathway,R-HSA-8849472,orignal
R-HSA-8847993,abstraction:NextStepPathway,R-HSA-8849470,orignal
R-HSA-8847993,abstraction:NextStepPathway,R-HSA-8849468,orignal
R-HSA-8847993,abstraction:NextStepPathway,R-HSA-187577,orignal
R-HSA-8847993,abstraction:NextStepPathway,R-HSA-8849471,orignal
R-HSA-442729,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-442729,abstraction:NextStepPathway,R-HSA-9634638,orignal
R-HSA-442729,abstraction:NextStepPathway,R-HSA-9707616,orignal
R-HSA-442729,abstraction:NextStepPathway,R-HSA-111932,orignal
R-HSA-442729,abstraction:NextStepPathway,R-HSA-9931509,orignal
R-HSA-442729,abstraction:NextStepPathway,R-HSA-9031628,orignal
R-HSA-442729,abstraction:NextStepPathway,R-HSA-2151201,orignal
R-HSA-444257,abstraction:NextStepPathway,R-HSA-442742,orignal
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-379716,orignal
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-9856872,orignal
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-70263,orignal
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-8964539,orignal
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-70268,orignal
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-442660,orignal
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-71737,orignal
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-70635,orignal
R-HSA-937042,abstraction:NextStepPathway,R-HSA-450302,orignal
R-HSA-937042,abstraction:NextStepPathway,R-HSA-445989,orignal
R-HSA-937042,abstraction:NextStepPathway,R-HSA-9705671,orignal
R-HSA-937042,abstraction:NextStepPathway,R-HSA-168638,orignal
R-HSA-937042,abstraction:NextStepPathway,R-HSA-450321,orignal
R-HSA-937042,abstraction:NextStepPathway,R-HSA-9020702,orignal
R-HSA-381771,abstraction:NextStepPathway,R-HSA-420092,orignal
R-HSA-381771,abstraction:NextStepPathway,R-HSA-381676,orignal
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-6811558,orignal
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-1257604,orignal
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654695,orignal
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654710,orignal
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-5654689,orignal
R-HSA-6806664,abstraction:NextStepPathway,R-HSA-159740,orignal
R-HSA-73817,abstraction:NextStepPathway,R-HSA-379716,orignal
R-HSA-73817,abstraction:NextStepPathway,R-HSA-74217,orignal
R-HSA-73817,abstraction:NextStepPathway,R-HSA-74259,orignal
R-HSA-73817,abstraction:NextStepPathway,R-HSA-71737,orignal
R-HSA-73817,abstraction:NextStepPathway,R-HSA-499943,orignal
R-HSA-9022692,abstraction:NextStepPathway,R-HSA-9022699,orignal
R-HSA-9022692,abstraction:NextStepPathway,R-HSA-8986944,orignal
R-HSA-9022692,abstraction:NextStepPathway,R-HSA-9022702,orignal
R-HSA-1237044,abstraction:NextStepPathway,R-HSA-1247673,orignal
R-HSA-9613829,abstraction:NextStepPathway,R-HSA-9613354,orignal
R-HSA-9613829,abstraction:NextStepPathway,R-HSA-9615710,orignal
R-HSA-196299,abstraction:NextStepPathway,R-HSA-195253,orignal
R-HSA-1660524,abstraction:NextStepPathway,R-HSA-1660516,orignal
R-HSA-901042,abstraction:NextStepPathway,R-HSA-901032,orignal
R-HSA-901042,abstraction:NextStepPathway,R-HSA-948021,orignal
R-HSA-3000471,abstraction:NextStepPathway,R-HSA-5686938,orignal
R-HSA-71262,abstraction:NextStepPathway,R-HSA-200425,orignal
R-HSA-177128,abstraction:NextStepPathway,R-HSA-9749641,orignal
R-HSA-1250347,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-1169092,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-9754678,abstraction:NextStepPathway,R-HSA-191859,orignal
R-HSA-162585,abstraction:NextStepPathway,R-HSA-162594,orignal
R-HSA-5607761,abstraction:NextStepPathway,R-HSA-5607764,orignal
R-HSA-5607761,abstraction:NextStepPathway,R-HSA-2871837,orignal
R-HSA-5607761,abstraction:NextStepPathway,R-HSA-202424,orignal
R-HSA-211957,abstraction:NextStepPathway,R-HSA-156588,orignal
R-HSA-211957,abstraction:NextStepPathway,R-HSA-9749641,orignal
R-HSA-72086,abstraction:NextStepPathway,R-HSA-113418,orignal
R-HSA-72086,abstraction:NextStepPathway,R-HSA-111367,orignal
