pathwayID,interaction,nextPathwayID,tag
R-HSA-9613354,abstraction:NextStepPathway,R-HSA-9615710,orignal
R-HSA-9613354,abstraction:NextStepPathway,R-HSA-9613829,orignal
R-HSA-9613354,abstraction:NextStepPathway,R-HSA-9612973,orignal
R-HSA-75105,abstraction:NextStepPathway,R-HSA-200425,orignal
R-HSA-75105,abstraction:NextStepPathway,R-HSA-191273,orignal
R-HSA-1483226,abstraction:NextStepPathway,R-HSA-1483196,orignal
R-HSA-1483226,abstraction:NextStepPathway,R-HSA-1483248,orignal
R-HSA-1483226,abstraction:NextStepPathway,R-HSA-1482922,orignal
R-HSA-164516,abstraction:NextStepPathway,R-HSA-164525,orignal
R-HSA-163767,abstraction:NextStepPathway,R-HSA-163765,orignal
R-HSA-163767,abstraction:NextStepPathway,R-HSA-163358,orignal
R-HSA-163767,abstraction:NextStepPathway,R-HSA-9634600,orignal
R-HSA-351200,abstraction:NextStepPathway,R-HSA-141334,orignal
R-HSA-5205685,abstraction:NextStepPathway,R-HSA-1632852,orignal
R-HSA-5205685,abstraction:NextStepPathway,R-HSA-9694676,orignal
R-HSA-5205685,abstraction:NextStepPathway,R-HSA-9679504,orignal
R-HSA-2682334,abstraction:NextStepPathway,R-HSA-3928662,orignal
R-HSA-8943723,abstraction:NextStepPathway,R-HSA-6807070,orignal
R-HSA-8943723,abstraction:NextStepPathway,R-HSA-199418,orignal
R-HSA-8943723,abstraction:NextStepPathway,R-HSA-5628897,orignal
R-HSA-8943723,abstraction:NextStepPathway,R-HSA-1660499,orignal
R-HSA-8943723,abstraction:NextStepPathway,R-HSA-8948751,orignal
R-HSA-8943723,abstraction:NextStepPathway,R-HSA-202424,orignal
R-HSA-9679504,abstraction:NextStepPathway,R-HSA-9683439,orignal
R-HSA-9679504,abstraction:NextStepPathway,R-HSA-9684325,orignal
R-HSA-75035,abstraction:NextStepPathway,R-HSA-69478,orignal
R-HSA-75035,abstraction:NextStepPathway,R-HSA-69273,orignal
R-HSA-75035,abstraction:NextStepPathway,R-HSA-5625740,orignal
R-HSA-2426168,abstraction:NextStepPathway,R-HSA-1989781,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-399997,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-2871809,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-112043,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-9664323,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-2029485,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-5218921,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-2179392,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-422356,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-5607763,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-1489509,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-4086398,orignal
R-HSA-434316,abstraction:NextStepPathway,R-HSA-983695,orignal
R-HSA-2032785,abstraction:NextStepPathway,R-HSA-8940973,orignal
R-HSA-2032785,abstraction:NextStepPathway,R-HSA-9796292,orignal
R-HSA-2032785,abstraction:NextStepPathway,R-HSA-9909649,orignal
R-HSA-2032785,abstraction:NextStepPathway,R-HSA-8951671,orignal
R-HSA-2032785,abstraction:NextStepPathway,R-HSA-5578768,orignal
R-HSA-9637628,abstraction:NextStepPathway,R-HSA-9636383,orignal
R-HSA-168142,abstraction:NextStepPathway,R-HSA-975871,orignal
R-HSA-399955,abstraction:NextStepPathway,R-HSA-416550,orignal
R-HSA-9686347,abstraction:NextStepPathway,R-HSA-9692913,orignal
R-HSA-8964058,abstraction:NextStepPathway,R-HSA-8964041,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-6811558,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-9634638,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-389357,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-8941332,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-8876198,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-69202,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-199418,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-5628897,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-9755779,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-114604,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-198693,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-69656,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-5674400,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-111447,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-203615,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-1358803,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-1660499,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-6804759,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-198323,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-5218920,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-6804758,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-9614399,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-9634635,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-9604323,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-8948751,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-6804757,orignal
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-202424,orignal
R-HSA-1660508,abstraction:NextStepPathway,R-HSA-1660514,orignal
R-HSA-3065676,abstraction:NextStepPathway,R-HSA-3065678,orignal
R-HSA-9640463,abstraction:NextStepPathway,R-HSA-1369062,orignal
R-HSA-392023,abstraction:NextStepPathway,R-HSA-418597,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-9856530,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-9634597,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-111957,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-9664323,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-163560,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-442720,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-432040,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-180024,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-163358,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-9634600,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-163615,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-392517,orignal
R-HSA-164378,abstraction:NextStepPathway,R-HSA-9660821,orignal
R-HSA-164525,abstraction:NextStepPathway,R-HSA-162594,orignal
R-HSA-352238,abstraction:NextStepPathway,R-HSA-111465,orignal
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-9707587,orignal
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-2168880,orignal
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-917937,orignal
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-9707564,orignal
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-9931509,orignal
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-189483,orignal
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-9933387,orignal
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-2151201,orignal
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-9708530,orignal
R-HSA-171306,abstraction:NextStepPathway,R-HSA-9670095,orignal
R-HSA-171306,abstraction:NextStepPathway,R-HSA-2559586,orignal
R-HSA-1660502,abstraction:NextStepPathway,R-HSA-1660508,orignal
R-HSA-1660502,abstraction:NextStepPathway,R-HSA-1660517,orignal
R-HSA-69202,abstraction:NextStepPathway,R-HSA-69563,orignal
R-HSA-69202,abstraction:NextStepPathway,R-HSA-69200,orignal
R-HSA-69202,abstraction:NextStepPathway,R-HSA-6804116,orignal
R-HSA-69202,abstraction:NextStepPathway,R-HSA-69656,orignal
R-HSA-69202,abstraction:NextStepPathway,R-HSA-1362277,orignal
R-HSA-69202,abstraction:NextStepPathway,R-HSA-69273,orignal
R-HSA-69202,abstraction:NextStepPathway,R-HSA-2559586,orignal
R-HSA-69202,abstraction:NextStepPathway,R-HSA-187577,orignal
R-HSA-9840310,abstraction:NextStepPathway,R-HSA-9840309,orignal
R-HSA-9840310,abstraction:NextStepPathway,R-HSA-9845614,orignal
R-HSA-9840310,abstraction:NextStepPathway,R-HSA-1660661,orignal
R-HSA-381033,abstraction:NextStepPathway,R-HSA-380994,orignal
R-HSA-381033,abstraction:NextStepPathway,R-HSA-381183,orignal
R-HSA-3247509,abstraction:NextStepPathway,R-HSA-1266695,orignal
R-HSA-162710,abstraction:NextStepPathway,R-HSA-162791,orignal
R-HSA-73780,abstraction:NextStepPathway,R-HSA-73980,orignal
R-HSA-73780,abstraction:NextStepPathway,R-HSA-749476,orignal
R-HSA-9683610,abstraction:NextStepPathway,R-HSA-9679509,orignal
R-HSA-9683610,abstraction:NextStepPathway,R-HSA-9735869,orignal
R-HSA-9683610,abstraction:NextStepPathway,R-HSA-9735871,orignal
R-HSA-9683610,abstraction:NextStepPathway,R-HSA-9692914,orignal
R-HSA-159236,abstraction:NextStepPathway,R-HSA-429947,orignal
R-HSA-159236,abstraction:NextStepPathway,R-HSA-450385,orignal
R-HSA-159236,abstraction:NextStepPathway,R-HSA-450408,orignal
R-HSA-159236,abstraction:NextStepPathway,R-HSA-450513,orignal
R-HSA-159236,abstraction:NextStepPathway,R-HSA-72662,orignal
R-HSA-159236,abstraction:NextStepPathway,R-HSA-428359,orignal
R-HSA-159236,abstraction:NextStepPathway,R-HSA-450604,orignal
R-HSA-1222556,abstraction:NextStepPathway,R-HSA-392154,orignal
R-HSA-1222556,abstraction:NextStepPathway,R-HSA-445355,orignal
R-HSA-1222556,abstraction:NextStepPathway,R-HSA-3299685,orignal
R-HSA-1222556,abstraction:NextStepPathway,R-HSA-8941413,orignal
R-HSA-70263,abstraction:NextStepPathway,R-HSA-428643,orignal
R-HSA-70263,abstraction:NextStepPathway,R-HSA-9856872,orignal
R-HSA-70263,abstraction:NextStepPathway,R-HSA-8964539,orignal
R-HSA-70263,abstraction:NextStepPathway,R-HSA-5628897,orignal
R-HSA-70263,abstraction:NextStepPathway,R-HSA-70171,orignal
R-HSA-70263,abstraction:NextStepPathway,R-HSA-70268,orignal
R-HSA-70263,abstraction:NextStepPathway,R-HSA-71336,orignal
R-HSA-70263,abstraction:NextStepPathway,R-HSA-71403,orignal
R-HSA-418592,abstraction:NextStepPathway,R-HSA-418217,orignal
R-HSA-418592,abstraction:NextStepPathway,R-HSA-392451,orignal
R-HSA-418592,abstraction:NextStepPathway,R-HSA-432142,orignal
R-HSA-418592,abstraction:NextStepPathway,R-HSA-416476,orignal
R-HSA-418592,abstraction:NextStepPathway,R-HSA-4086398,orignal
R-HSA-418592,abstraction:NextStepPathway,R-HSA-8964315,orignal
R-HSA-418592,abstraction:NextStepPathway,R-HSA-8964616,orignal
R-HSA-418592,abstraction:NextStepPathway,R-HSA-111995,orignal
R-HSA-2672351,abstraction:NextStepPathway,R-HSA-9717207,orignal
R-HSA-2672351,abstraction:NextStepPathway,R-HSA-9730628,orignal
R-HSA-200425,abstraction:NextStepPathway,R-HSA-77286,orignal
R-HSA-140834,abstraction:NextStepPathway,R-HSA-140875,orignal
R-HSA-140834,abstraction:NextStepPathway,R-HSA-140837,orignal
R-HSA-1483148,abstraction:NextStepPathway,R-HSA-1483076,orignal
R-HSA-1483148,abstraction:NextStepPathway,R-HSA-1482925,orignal
R-HSA-1483148,abstraction:NextStepPathway,R-HSA-1483171,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-9009391,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-418594,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-9856530,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-164378,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-9664323,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-163560,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-418597,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-442720,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-432040,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-180024,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-418555,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-163358,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-9634600,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-163615,orignal
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-9660821,orignal
R-HSA-8934903,abstraction:NextStepPathway,R-HSA-1632852,orignal
R-HSA-8934903,abstraction:NextStepPathway,R-HSA-9694676,orignal
R-HSA-8934903,abstraction:NextStepPathway,R-HSA-9679504,orignal
R-HSA-6806667,abstraction:NextStepPathway,R-HSA-2187338,orignal
R-HSA-6811555,abstraction:NextStepPathway,R-HSA-8847453,orignal
R-HSA-2022928,abstraction:NextStepPathway,R-HSA-2024096,orignal
R-HSA-2022928,abstraction:NextStepPathway,R-HSA-2022854,orignal
R-HSA-380972,abstraction:NextStepPathway,R-HSA-2151209,orignal
R-HSA-380972,abstraction:NextStepPathway,R-HSA-1632852,orignal
R-HSA-380972,abstraction:NextStepPathway,R-HSA-200425,orignal
R-HSA-380972,abstraction:NextStepPathway,R-HSA-163680,orignal
R-HSA-380972,abstraction:NextStepPathway,R-HSA-5628897,orignal
R-HSA-380972,abstraction:NextStepPathway,R-HSA-165159,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-6811558,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-389357,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-1257604,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-392451,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-199418,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-114604,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-9006925,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-1660499,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-5218920,orignal
R-HSA-198203,abstraction:NextStepPathway,R-HSA-202424,orignal
R-HSA-8985947,abstraction:NextStepPathway,R-HSA-9020558,orignal
R-HSA-8985947,abstraction:NextStepPathway,R-HSA-6785807,orignal
R-HSA-8985947,abstraction:NextStepPathway,R-HSA-9020958,orignal
R-HSA-8985947,abstraction:NextStepPathway,R-HSA-1266695,orignal
R-HSA-8985947,abstraction:NextStepPathway,R-HSA-8983432,orignal
R-HSA-8985947,abstraction:NextStepPathway,R-HSA-9860927,orignal
R-HSA-1538133,abstraction:NextStepPathway,R-HSA-1362277,orignal
R-HSA-1538133,abstraction:NextStepPathway,R-HSA-1362300,orignal
R-HSA-193368,abstraction:NextStepPathway,R-HSA-211994,orignal
R-HSA-193368,abstraction:NextStepPathway,R-HSA-159418,orignal
R-HSA-75153,abstraction:NextStepPathway,R-HSA-111465,orignal
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142770,orignal
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142816,orignal
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142688,orignal
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142696,orignal
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-140180,orignal
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142670,orignal
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142691,orignal
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142712,orignal
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2162123,orignal
R-HSA-1483213,abstraction:NextStepPathway,R-HSA-1482839,orignal
R-HSA-1483213,abstraction:NextStepPathway,R-HSA-1482798,orignal
R-HSA-1483213,abstraction:NextStepPathway,R-HSA-1483191,orignal
R-HSA-1483213,abstraction:NextStepPathway,R-HSA-1483101,orignal
R-HSA-448706,abstraction:NextStepPathway,R-HSA-5620971,orignal
R-HSA-448706,abstraction:NextStepPathway,R-HSA-9660826,orignal
R-HSA-448706,abstraction:NextStepPathway,R-HSA-9020702,orignal
R-HSA-190373,abstraction:NextStepPathway,R-HSA-5654219,orignal
R-HSA-190373,abstraction:NextStepPathway,R-HSA-5654687,orignal
R-HSA-190373,abstraction:NextStepPathway,R-HSA-5654688,orignal
R-HSA-190373,abstraction:NextStepPathway,R-HSA-5654693,orignal
R-HSA-109704,abstraction:NextStepPathway,R-HSA-165158,orignal
R-HSA-9854907,abstraction:NextStepPathway,R-HSA-9856649,orignal
R-HSA-1855191,abstraction:NextStepPathway,R-HSA-1855192,orignal
R-HSA-1855191,abstraction:NextStepPathway,R-HSA-1855170,orignal
R-HSA-212300,abstraction:NextStepPathway,R-HSA-9710421,orignal
R-HSA-174577,abstraction:NextStepPathway,R-HSA-166665,orignal
R-HSA-174577,abstraction:NextStepPathway,R-HSA-977606,orignal
R-HSA-174577,abstraction:NextStepPathway,R-HSA-375276,orignal
R-HSA-174577,abstraction:NextStepPathway,R-HSA-9660826,orignal
R-HSA-74713,abstraction:NextStepPathway,R-HSA-74749,orignal
R-HSA-74713,abstraction:NextStepPathway,R-HSA-112399,orignal
R-HSA-74713,abstraction:NextStepPathway,R-HSA-112412,orignal
R-HSA-167060,abstraction:NextStepPathway,R-HSA-187042,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1482839,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-9958517,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483196,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-6798163,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483148,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483213,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483101,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-264642,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483166,orignal
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1482788,orignal
R-HSA-917977,abstraction:NextStepPathway,R-HSA-77387,orignal
R-HSA-9853506,abstraction:NextStepPathway,R-HSA-611105,orignal
R-HSA-9853506,abstraction:NextStepPathway,R-HSA-1237044,orignal
R-HSA-9853506,abstraction:NextStepPathway,R-HSA-1475029,orignal
R-HSA-9853506,abstraction:NextStepPathway,R-HSA-71403,orignal
R-HSA-879518,abstraction:NextStepPathway,R-HSA-193368,orignal
R-HSA-879518,abstraction:NextStepPathway,R-HSA-159418,orignal
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9762114,orignal
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-8951664,orignal
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9759194,orignal
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9818025,orignal
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9818028,orignal
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9818027,orignal
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9679191,orignal
R-HSA-8868766,abstraction:NextStepPathway,R-HSA-9937008,orignal
R-HSA-8868766,abstraction:NextStepPathway,R-HSA-6793080,orignal
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-450302,orignal
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-445989,orignal
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-9705671,orignal
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-168638,orignal
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-450321,orignal
R-HSA-9014325,abstraction:NextStepPathway,R-HSA-9020702,orignal
R-HSA-111453,abstraction:NextStepPathway,R-HSA-111447,orignal
R-HSA-5663220,abstraction:NextStepPathway,R-HSA-4086400,orignal
R-HSA-5663220,abstraction:NextStepPathway,R-HSA-6785631,orignal
R-HSA-2855086,abstraction:NextStepPathway,R-HSA-166662,orignal
R-HSA-445144,abstraction:NextStepPathway,R-HSA-112411,orignal
R-HSA-445144,abstraction:NextStepPathway,R-HSA-110056,orignal
R-HSA-167172,abstraction:NextStepPathway,R-HSA-167161,orignal
R-HSA-139915,abstraction:NextStepPathway,R-HSA-111453,orignal
R-HSA-139915,abstraction:NextStepPathway,R-HSA-6803204,orignal
R-HSA-2393930,abstraction:NextStepPathway,R-HSA-379716,orignal
R-HSA-2393930,abstraction:NextStepPathway,R-HSA-74217,orignal
R-HSA-2393930,abstraction:NextStepPathway,R-HSA-71737,orignal
R-HSA-2028269,abstraction:NextStepPathway,R-HSA-2032785,orignal
R-HSA-6802946,abstraction:NextStepPathway,R-HSA-6802955,orignal
R-HSA-9026766,abstraction:NextStepPathway,R-HSA-9026395,orignal
R-HSA-9013406,abstraction:NextStepPathway,R-HSA-5627083,orignal
R-HSA-5676590,abstraction:NextStepPathway,R-HSA-5607764,orignal
R-HSA-5676590,abstraction:NextStepPathway,R-HSA-2871837,orignal
R-HSA-5676590,abstraction:NextStepPathway,R-HSA-202424,orignal
R-HSA-5694530,abstraction:NextStepPathway,R-HSA-204005,orignal
R-HSA-438066,abstraction:NextStepPathway,R-HSA-9620244,orignal
R-HSA-9907900,abstraction:NextStepPathway,R-HSA-9912633,orignal
R-HSA-9907900,abstraction:NextStepPathway,R-HSA-1236974,orignal
R-HSA-432722,abstraction:NextStepPathway,R-HSA-199992,orignal
R-HSA-209543,abstraction:NextStepPathway,R-HSA-209560,orignal
R-HSA-4411364,abstraction:NextStepPathway,R-HSA-69202,orignal
R-HSA-4411364,abstraction:NextStepPathway,R-HSA-8951430,orignal
R-HSA-9823739,abstraction:NextStepPathway,R-HSA-9832991,orignal
R-HSA-844456,abstraction:NextStepPathway,R-HSA-448706,orignal
R-HSA-844456,abstraction:NextStepPathway,R-HSA-9707564,orignal
R-HSA-844456,abstraction:NextStepPathway,R-HSA-9660826,orignal
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-9856872,orignal
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-210500,orignal
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-71064,orignal
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-8963693,orignal
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-210455,orignal
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-70635,orignal
R-HSA-9727281,abstraction:NextStepPathway,R-HSA-9754560,orignal
R-HSA-9727281,abstraction:NextStepPathway,R-HSA-9694676,orignal
R-HSA-9727281,abstraction:NextStepPathway,R-HSA-9694322,orignal
R-HSA-9727281,abstraction:NextStepPathway,R-HSA-9705671,orignal
R-HSA-9911233,abstraction:NextStepPathway,R-HSA-2979096,orignal
R-HSA-1236394,abstraction:NextStepPathway,R-HSA-1251985,orignal
R-HSA-1236394,abstraction:NextStepPathway,R-HSA-1227986,orignal
R-HSA-1236394,abstraction:NextStepPathway,R-HSA-1250347,orignal
R-HSA-1236394,abstraction:NextStepPathway,R-HSA-1250342,orignal
R-HSA-72702,abstraction:NextStepPathway,R-HSA-72706,orignal
R-HSA-9620244,abstraction:NextStepPathway,R-HSA-442729,orignal
R-HSA-9620244,abstraction:NextStepPathway,R-HSA-111932,orignal
R-HSA-912526,abstraction:NextStepPathway,R-HSA-5673001,orignal
R-HSA-917937,abstraction:NextStepPathway,R-HSA-425410,orignal
R-HSA-917937,abstraction:NextStepPathway,R-HSA-389542,orignal
R-HSA-917937,abstraction:NextStepPathway,R-HSA-1222556,orignal
R-HSA-917937,abstraction:NextStepPathway,R-HSA-917977,orignal
R-HSA-917937,abstraction:NextStepPathway,R-HSA-189451,orignal
R-HSA-917937,abstraction:NextStepPathway,R-HSA-9707564,orignal
R-HSA-917937,abstraction:NextStepPathway,R-HSA-189483,orignal
R-HSA-917937,abstraction:NextStepPathway,R-HSA-6803544,orignal
R-HSA-9615710,abstraction:NextStepPathway,R-HSA-9613829,orignal
R-HSA-1461973,abstraction:NextStepPathway,R-HSA-1462054,orignal
R-HSA-69416,abstraction:NextStepPathway,R-HSA-140534,orignal
R-HSA-392451,abstraction:NextStepPathway,R-HSA-389357,orignal
R-HSA-392451,abstraction:NextStepPathway,R-HSA-1257604,orignal
R-HSA-392451,abstraction:NextStepPathway,R-HSA-198203,orignal
R-HSA-392451,abstraction:NextStepPathway,R-HSA-114604,orignal
R-HSA-392451,abstraction:NextStepPathway,R-HSA-5218920,orignal
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-381042,orignal
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-9633012,orignal
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-380994,orignal
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-381183,orignal
R-HSA-450302,abstraction:NextStepPathway,R-HSA-2559580,orignal
R-HSA-450302,abstraction:NextStepPathway,R-HSA-6811555,orignal
R-HSA-450302,abstraction:NextStepPathway,R-HSA-450341,orignal
R-HSA-9828642,abstraction:NextStepPathway,R-HSA-9828721,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-9856530,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-2871809,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-1169091,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-9664323,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-2029485,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-445355,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-5218921,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-111997,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-422356,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-5607763,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-1489509,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-4086398,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-5578775,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-983695,orignal
R-HSA-112043,abstraction:NextStepPathway,R-HSA-2514859,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-111931,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-202433,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-9856530,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-9634638,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-442982,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-2871809,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-1169091,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-164378,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-9634597,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-111933,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-9620244,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-111957,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-112043,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-163560,orignal
R-HSA-9664323,abstraction:NextStepPathway,R-HSA-2029482,orignal
