previousPathwayAncestorID,interaction,nextPathwayAncestorID,tag
R-HSA-400451,abstraction:NextStepPathway,R-HSA-200425,inferred
R-HSA-400451,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-400451,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-422356,abstraction:NextStepPathway,R-HSA-200425,inferred
R-HSA-422356,abstraction:NextStepPathway,R-HSA-8978868,inferred
R-HSA-422356,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-163685,abstraction:NextStepPathway,R-HSA-200425,inferred
R-HSA-1660499,abstraction:NextStepPathway,R-HSA-1482922,inferred
R-HSA-1660499,abstraction:NextStepPathway,R-HSA-1483206,inferred
R-HSA-1483255,abstraction:NextStepPathway,R-HSA-1482922,inferred
R-HSA-190377,abstraction:NextStepPathway,R-HSA-5654699,inferred
R-HSA-190377,abstraction:NextStepPathway,R-HSA-5654696,inferred
R-HSA-190377,abstraction:NextStepPathway,R-HSA-5654221,inferred
R-HSA-190377,abstraction:NextStepPathway,R-HSA-5654700,inferred
R-HSA-422085,abstraction:NextStepPathway,R-HSA-375276,inferred
R-HSA-422085,abstraction:NextStepPathway,R-HSA-373076,inferred
R-HSA-422085,abstraction:NextStepPathway,R-HSA-500792,inferred
R-HSA-422085,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-422085,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-2980736,abstraction:NextStepPathway,R-HSA-375276,inferred
R-HSA-2980736,abstraction:NextStepPathway,R-HSA-373076,inferred
R-HSA-2980736,abstraction:NextStepPathway,R-HSA-500792,inferred
R-HSA-2980736,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-2980736,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-392499,abstraction:NextStepPathway,R-HSA-375276,inferred
R-HSA-392499,abstraction:NextStepPathway,R-HSA-373076,inferred
R-HSA-392499,abstraction:NextStepPathway,R-HSA-500792,inferred
R-HSA-392499,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-392499,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-211916,abstraction:NextStepPathway,R-HSA-196791,inferred
R-HSA-211916,abstraction:NextStepPathway,R-HSA-8957322,inferred
R-HSA-211916,abstraction:NextStepPathway,R-HSA-556833,inferred
R-HSA-211897,abstraction:NextStepPathway,R-HSA-196791,inferred
R-HSA-211945,abstraction:NextStepPathway,R-HSA-196791,inferred
R-HSA-211859,abstraction:NextStepPathway,R-HSA-196791,inferred
R-HSA-196791,abstraction:NextStepPathway,R-HSA-211916,inferred
R-HSA-196791,abstraction:NextStepPathway,R-HSA-211897,inferred
R-HSA-196791,abstraction:NextStepPathway,R-HSA-211945,inferred
R-HSA-196791,abstraction:NextStepPathway,R-HSA-211859,inferred
R-HSA-8957322,abstraction:NextStepPathway,R-HSA-211916,inferred
R-HSA-556833,abstraction:NextStepPathway,R-HSA-211916,inferred
R-HSA-163316,abstraction:NextStepPathway,R-HSA-6785470,inferred
R-HSA-163316,abstraction:NextStepPathway,R-HSA-72306,inferred
R-HSA-163316,abstraction:NextStepPathway,R-HSA-8953854,inferred
R-HSA-75944,abstraction:NextStepPathway,R-HSA-6785470,inferred
R-HSA-75944,abstraction:NextStepPathway,R-HSA-72306,inferred
R-HSA-75944,abstraction:NextStepPathway,R-HSA-8953854,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-6785470,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-72306,inferred
R-HSA-163316,abstraction:NextStepPathway,R-HSA-8868766,inferred
R-HSA-163316,abstraction:NextStepPathway,R-HSA-72312,inferred
R-HSA-75944,abstraction:NextStepPathway,R-HSA-8868766,inferred
R-HSA-75944,abstraction:NextStepPathway,R-HSA-72312,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-8868766,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-72312,inferred
R-HSA-4086398,abstraction:NextStepPathway,R-HSA-8964616,inferred
R-HSA-3858494,abstraction:NextStepPathway,R-HSA-8964616,inferred
R-HSA-195721,abstraction:NextStepPathway,R-HSA-8964616,inferred
R-HSA-4086398,abstraction:NextStepPathway,R-HSA-8964315,inferred
R-HSA-3858494,abstraction:NextStepPathway,R-HSA-8964315,inferred
R-HSA-195721,abstraction:NextStepPathway,R-HSA-8964315,inferred
R-HSA-977443,abstraction:NextStepPathway,R-HSA-1236394,inferred
R-HSA-977443,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-112314,abstraction:NextStepPathway,R-HSA-1236394,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-1236394,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-1236394,inferred
R-HSA-180897,abstraction:NextStepPathway,R-HSA-111457,inferred
R-HSA-180897,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-180897,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-180897,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-180897,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-176033,abstraction:NextStepPathway,R-HSA-111457,inferred
R-HSA-176033,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-176033,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-176033,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-176033,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-162909,abstraction:NextStepPathway,R-HSA-111457,inferred
R-HSA-162909,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-162909,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-162909,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-162909,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-162906,abstraction:NextStepPathway,R-HSA-111457,inferred
R-HSA-162906,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-162906,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-162906,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-162906,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-111457,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-111457,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-111457,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-180897,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-180897,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-176033,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-176033,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-162909,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-162909,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-162906,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-162906,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-111448,abstraction:NextStepPathway,R-HSA-111453,inferred
R-HSA-9754189,abstraction:NextStepPathway,R-HSA-9823730,inferred
R-HSA-203615,abstraction:NextStepPathway,R-HSA-203641,inferred
R-HSA-442660,abstraction:NextStepPathway,R-HSA-379401,inferred
R-HSA-442660,abstraction:NextStepPathway,R-HSA-112311,inferred
R-HSA-442660,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-442660,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-379401,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-112311,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-379401,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-112311,inferred
R-HSA-3322077,abstraction:NextStepPathway,R-HSA-173599,inferred
R-HSA-3322077,abstraction:NextStepPathway,R-HSA-156588,inferred
R-HSA-3322077,abstraction:NextStepPathway,R-HSA-156580,inferred
R-HSA-3322077,abstraction:NextStepPathway,R-HSA-211859,inferred
R-HSA-5628897,abstraction:NextStepPathway,R-HSA-499943,inferred
R-HSA-5628897,abstraction:NextStepPathway,R-HSA-15869,inferred
R-HSA-3700989,abstraction:NextStepPathway,R-HSA-499943,inferred
R-HSA-3700989,abstraction:NextStepPathway,R-HSA-15869,inferred
R-HSA-212436,abstraction:NextStepPathway,R-HSA-499943,inferred
R-HSA-212436,abstraction:NextStepPathway,R-HSA-15869,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-499943,inferred
R-HSA-73857,abstraction:NextStepPathway,R-HSA-15869,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-499943,inferred
R-HSA-74160,abstraction:NextStepPathway,R-HSA-15869,inferred
R-HSA-877300,abstraction:NextStepPathway,R-HSA-2173796,inferred
R-HSA-877300,abstraction:NextStepPathway,R-HSA-2173793,inferred
R-HSA-877300,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-877300,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-877300,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-877300,abstraction:NextStepPathway,R-HSA-170834,inferred
R-HSA-877300,abstraction:NextStepPathway,R-HSA-9006936,inferred
R-HSA-877300,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-913531,abstraction:NextStepPathway,R-HSA-2173796,inferred
R-HSA-913531,abstraction:NextStepPathway,R-HSA-2173793,inferred
R-HSA-913531,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-913531,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-913531,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-913531,abstraction:NextStepPathway,R-HSA-170834,inferred
R-HSA-913531,abstraction:NextStepPathway,R-HSA-9006936,inferred
R-HSA-913531,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-2173796,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-2173793,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-170834,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-9006936,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-2173796,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-2173793,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-170834,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-9006936,inferred
R-HSA-9854311,abstraction:NextStepPathway,R-HSA-611105,inferred
R-HSA-73817,abstraction:NextStepPathway,R-HSA-74259,inferred
R-HSA-73817,abstraction:NextStepPathway,R-HSA-8956319,inferred
R-HSA-8956320,abstraction:NextStepPathway,R-HSA-74259,inferred
R-HSA-8956320,abstraction:NextStepPathway,R-HSA-8956319,inferred
R-HSA-73817,abstraction:NextStepPathway,R-HSA-379716,inferred
R-HSA-73817,abstraction:NextStepPathway,R-HSA-379724,inferred
R-HSA-73817,abstraction:NextStepPathway,R-HSA-72766,inferred
R-HSA-73817,abstraction:NextStepPathway,R-HSA-392499,inferred
R-HSA-8956320,abstraction:NextStepPathway,R-HSA-379716,inferred
R-HSA-8956320,abstraction:NextStepPathway,R-HSA-379724,inferred
R-HSA-8956320,abstraction:NextStepPathway,R-HSA-72766,inferred
R-HSA-8956320,abstraction:NextStepPathway,R-HSA-392499,inferred
R-HSA-73817,abstraction:NextStepPathway,R-HSA-71737,inferred
R-HSA-8956320,abstraction:NextStepPathway,R-HSA-71737,inferred
R-HSA-190704,abstraction:NextStepPathway,R-HSA-190872,inferred
R-HSA-354192,abstraction:NextStepPathway,R-HSA-392517,inferred
R-HSA-354192,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-354192,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-76009,abstraction:NextStepPathway,R-HSA-392517,inferred
R-HSA-76009,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-76009,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-392517,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-392517,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-392517,inferred
R-HSA-392517,abstraction:NextStepPathway,R-HSA-354192,inferred
R-HSA-392517,abstraction:NextStepPathway,R-HSA-76009,inferred
R-HSA-392517,abstraction:NextStepPathway,R-HSA-76002,inferred
R-HSA-392517,abstraction:NextStepPathway,R-HSA-109582,inferred
R-HSA-392517,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-354192,inferred
R-HSA-1280218,abstraction:NextStepPathway,R-HSA-76009,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-354192,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-76009,inferred
R-HSA-442660,abstraction:NextStepPathway,R-HSA-888590,inferred
R-HSA-442660,abstraction:NextStepPathway,R-HSA-112310,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-888590,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-112310,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-888590,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-112310,inferred
R-HSA-888593,abstraction:NextStepPathway,R-HSA-916853,inferred
R-HSA-442660,abstraction:NextStepPathway,R-HSA-916853,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-916853,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-916853,inferred
R-HSA-888593,abstraction:NextStepPathway,R-HSA-442660,inferred
R-HSA-888593,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-888593,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-888590,abstraction:NextStepPathway,R-HSA-442660,inferred
R-HSA-888590,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-888590,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-112310,abstraction:NextStepPathway,R-HSA-442660,inferred
R-HSA-112310,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-112310,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-112315,abstraction:NextStepPathway,R-HSA-442660,inferred
R-HSA-112316,abstraction:NextStepPathway,R-HSA-442660,inferred
R-HSA-5620971,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-5620971,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-5620971,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-5218859,abstraction:NextStepPathway,R-HSA-111471,inferred
R-HSA-5218859,abstraction:NextStepPathway,R-HSA-109606,inferred
R-HSA-5218859,abstraction:NextStepPathway,R-HSA-109581,inferred
R-HSA-111457,abstraction:NextStepPathway,R-HSA-111461,inferred
R-HSA-5620971,abstraction:NextStepPathway,R-HSA-111461,inferred
R-HSA-5218859,abstraction:NextStepPathway,R-HSA-111461,inferred
R-HSA-111457,abstraction:NextStepPathway,R-HSA-111458,inferred
R-HSA-5620971,abstraction:NextStepPathway,R-HSA-111458,inferred
R-HSA-5218859,abstraction:NextStepPathway,R-HSA-111458,inferred
R-HSA-433692,abstraction:NextStepPathway,R-HSA-196807,inferred
R-HSA-433692,abstraction:NextStepPathway,R-HSA-196849,inferred
R-HSA-433692,abstraction:NextStepPathway,R-HSA-196854,inferred
R-HSA-433692,abstraction:NextStepPathway,R-HSA-1430728,inferred
R-HSA-9955298,abstraction:NextStepPathway,R-HSA-196807,inferred
R-HSA-9955298,abstraction:NextStepPathway,R-HSA-196849,inferred
R-HSA-9955298,abstraction:NextStepPathway,R-HSA-196854,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-196807,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-196849,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-196854,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-196807,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-196849,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-196854,inferred
R-HSA-433692,abstraction:NextStepPathway,R-HSA-428643,inferred
R-HSA-5654706,abstraction:NextStepPathway,R-HSA-5654710,inferred
R-HSA-5654706,abstraction:NextStepPathway,R-HSA-5654732,inferred
R-HSA-5654708,abstraction:NextStepPathway,R-HSA-5654732,inferred
R-HSA-73776,abstraction:NextStepPathway,R-HSA-77075,inferred
R-HSA-76042,abstraction:NextStepPathway,R-HSA-77075,inferred
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-8853884,inferred
R-HSA-2179392,abstraction:NextStepPathway,R-HSA-399997,inferred
R-HSA-2179392,abstraction:NextStepPathway,R-HSA-422356,inferred
R-HSA-2179392,abstraction:NextStepPathway,R-HSA-163685,inferred
R-HSA-2179392,abstraction:NextStepPathway,R-HSA-1430728,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-399997,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-422356,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-163685,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-1430728,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-399997,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-422356,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-163685,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-1430728,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-399997,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-399997,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-399997,inferred
R-HSA-399997,abstraction:NextStepPathway,R-HSA-2179392,inferred
R-HSA-399997,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-399997,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-399997,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-399997,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-399997,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-422356,abstraction:NextStepPathway,R-HSA-2179392,inferred
R-HSA-422356,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-422356,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-163685,abstraction:NextStepPathway,R-HSA-2179392,inferred
R-HSA-163685,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-163685,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-1430728,abstraction:NextStepPathway,R-HSA-2179392,inferred
R-HSA-1430728,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-1430728,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-2022377,abstraction:NextStepPathway,R-HSA-375276,inferred
R-HSA-2022377,abstraction:NextStepPathway,R-HSA-373076,inferred
R-HSA-2022377,abstraction:NextStepPathway,R-HSA-500792,inferred
R-HSA-2022377,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-2022377,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-5632684,abstraction:NextStepPathway,R-HSA-5610780,inferred
R-HSA-5632684,abstraction:NextStepPathway,R-HSA-5610787,inferred
R-HSA-5610780,abstraction:NextStepPathway,R-HSA-5632684,inferred
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-9909649,inferred
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-9909648,inferred
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-389948,inferred
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9711097,abstraction:NextStepPathway,R-HSA-9909649,inferred
R-HSA-9711097,abstraction:NextStepPathway,R-HSA-9909648,inferred
R-HSA-9711097,abstraction:NextStepPathway,R-HSA-389948,inferred
R-HSA-9711097,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-9711097,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-9711097,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-380994,abstraction:NextStepPathway,R-HSA-9909649,inferred
R-HSA-380994,abstraction:NextStepPathway,R-HSA-9909648,inferred
R-HSA-380994,abstraction:NextStepPathway,R-HSA-389948,inferred
R-HSA-380994,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-380994,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-380994,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-381042,abstraction:NextStepPathway,R-HSA-9909649,inferred
R-HSA-381042,abstraction:NextStepPathway,R-HSA-9909648,inferred
R-HSA-381042,abstraction:NextStepPathway,R-HSA-389948,inferred
R-HSA-381042,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-381042,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-381042,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-9909649,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-9909648,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-389948,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-381119,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-6811558,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-199418,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-1257604,inferred
R-HSA-5654720,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-6811558,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-199418,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-1257604,inferred
R-HSA-5654716,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-6811558,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-199418,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-1257604,inferred
R-HSA-5654743,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-9833482,inferred
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-1169410,inferred
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-913531,inferred
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9820965,abstraction:NextStepPathway,R-HSA-9833482,inferred
R-HSA-9820965,abstraction:NextStepPathway,R-HSA-1169410,inferred
R-HSA-9820965,abstraction:NextStepPathway,R-HSA-913531,inferred
R-HSA-9820965,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-9820965,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9820952,abstraction:NextStepPathway,R-HSA-9833482,inferred
R-HSA-9820952,abstraction:NextStepPathway,R-HSA-1169410,inferred
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-9833109,inferred
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-9833110,inferred
R-HSA-9820965,abstraction:NextStepPathway,R-HSA-9833109,inferred
R-HSA-9820965,abstraction:NextStepPathway,R-HSA-9833110,inferred
R-HSA-9828806,abstraction:NextStepPathway,R-HSA-9820962,inferred
R-HSA-9820965,abstraction:NextStepPathway,R-HSA-9820962,inferred
R-HSA-9694301,abstraction:NextStepPathway,R-HSA-9705671,inferred
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-163316,inferred
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-75944,inferred
R-HSA-2151201,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-1592230,abstraction:NextStepPathway,R-HSA-163316,inferred
R-HSA-1592230,abstraction:NextStepPathway,R-HSA-75944,inferred
R-HSA-1592230,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-1852241,abstraction:NextStepPathway,R-HSA-163316,inferred
R-HSA-1852241,abstraction:NextStepPathway,R-HSA-75944,inferred
R-HSA-1852241,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-77288,abstraction:NextStepPathway,R-HSA-611105,inferred
R-HSA-77288,abstraction:NextStepPathway,R-HSA-1428517,inferred
R-HSA-9824585,abstraction:NextStepPathway,R-HSA-1445148,inferred
R-HSA-9824585,abstraction:NextStepPathway,R-HSA-199991,inferred
R-HSA-9824585,abstraction:NextStepPathway,R-HSA-5653656,inferred
R-HSA-9856651,abstraction:NextStepPathway,R-HSA-1445148,inferred
R-HSA-9856651,abstraction:NextStepPathway,R-HSA-199991,inferred
R-HSA-9856651,abstraction:NextStepPathway,R-HSA-5653656,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-1445148,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-199991,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-5653656,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-1445148,inferred
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-8940973,inferred
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-8941326,inferred
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-8878166,inferred
R-HSA-1980143,abstraction:NextStepPathway,R-HSA-8940973,inferred
R-HSA-1980143,abstraction:NextStepPathway,R-HSA-8941326,inferred
R-HSA-1980143,abstraction:NextStepPathway,R-HSA-8878166,inferred
R-HSA-157118,abstraction:NextStepPathway,R-HSA-8940973,inferred
R-HSA-157118,abstraction:NextStepPathway,R-HSA-8941326,inferred
R-HSA-157118,abstraction:NextStepPathway,R-HSA-8878166,inferred
R-HSA-1251985,abstraction:NextStepPathway,R-HSA-9018519,inferred
R-HSA-1251985,abstraction:NextStepPathway,R-HSA-8939211,inferred
