pathwayName,nextName,tag
Endogenous sterols,Glucocorticoid biosynthesis,NextStepPathway
Androgen biosynthesis,Estrogen biosynthesis,NextStepPathway
Endogenous sterols,Estrogen biosynthesis,NextStepPathway
Endogenous sterols,Pregnenolone biosynthesis,NextStepPathway
Glucocorticoid biosynthesis,Androgen biosynthesis,NextStepPathway
Pregnenolone biosynthesis,Androgen biosynthesis,NextStepPathway
Mineralocorticoid biosynthesis,Androgen biosynthesis,NextStepPathway
Pregnenolone biosynthesis,Mineralocorticoid biosynthesis,NextStepPathway
Endogenous sterols,Mineralocorticoid biosynthesis,NextStepPathway
Recycling of bile acids and salts,Synthesis of bile acids and bile salts,NextStepPathway
Sterols are 12-hydroxylated by CYP8B1,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,NextStepPathway
Transport of organic anions,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,NextStepPathway
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,NextStepPathway
Endogenous sterols,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,NextStepPathway
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,NextStepPathway
Recycling of bile acids and salts,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,NextStepPathway
Sterols are 12-hydroxylated by CYP8B1,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,NextStepPathway
Endogenous sterols,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,NextStepPathway
Sterols are 12-hydroxylated by CYP8B1,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,NextStepPathway
Endogenous sterols,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,NextStepPathway
Recycling of bile acids and salts,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,NextStepPathway
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,Recycling of bile acids and salts,NextStepPathway
Transport of organic anions,Recycling of bile acids and salts,NextStepPathway
Glycosphingolipid catabolism,Glycosphingolipid biosynthesis,NextStepPathway
Sialic acid metabolism,Glycosphingolipid biosynthesis,NextStepPathway
Transport of nucleotide sugars,Glycosphingolipid biosynthesis,NextStepPathway
Sphingolipid de novo biosynthesis,Glycosphingolipid catabolism,NextStepPathway
Sialic acid metabolism,Glycosphingolipid catabolism,NextStepPathway
The activation of arylsulfatases,Glycosphingolipid catabolism,NextStepPathway
Glycosphingolipid catabolism,Sphingolipid catabolism,NextStepPathway
Sphingolipid de novo biosynthesis,Sphingolipid catabolism,NextStepPathway
Glycosphingolipid catabolism,Sphingolipid de novo biosynthesis,NextStepPathway
Sphingolipid catabolism,Sphingolipid de novo biosynthesis,NextStepPathway
PIPs transport between early endosome and Golgi membranes,Synthesis of PIPs at the Golgi membrane,NextStepPathway
PI and PC transport between ER and Golgi membranes,Synthesis of PIPs at the Golgi membrane,NextStepPathway
PIPs transport between late endosome and Golgi membranes,Synthesis of PIPs at the Golgi membrane,NextStepPathway
Synthesis of PIPs at the early endosome membrane,PIPs transport between early endosome and Golgi membranes,NextStepPathway
Synthesis of PI,PI and PC transport between ER and Golgi membranes,NextStepPathway
Synthesis of PC,PI and PC transport between ER and Golgi membranes,NextStepPathway
Synthesis of PIPs at the ER membrane,PI and PC transport between ER and Golgi membranes,NextStepPathway
Acyl chain remodelling of PI,PI and PC transport between ER and Golgi membranes,NextStepPathway
PIPs transport between early and late endosome membranes,PIPs transport between late endosome and Golgi membranes,NextStepPathway
Synthesis of PIPs at the late endosome membrane,PIPs transport between late endosome and Golgi membranes,NextStepPathway
PIPs transport between early endosome and Golgi membranes,PIPs transport between early and late endosome membranes,NextStepPathway
Synthesis of PI,Synthesis of PIPs at the ER membrane,NextStepPathway
Acyl chain remodelling of PS,Synthesis of PIPs at the ER membrane,NextStepPathway
Synthesis of bile acids and bile salts,Synthesis of PIPs at the ER membrane,NextStepPathway
Acyl chain remodelling of PI,Synthesis of PIPs at the ER membrane,NextStepPathway
PIPs transport between early and late endosome membranes,Synthesis of PIPs at the late endosome membrane,NextStepPathway
Synthesis of PIPs at the plasma membrane,PIPs transport between plasma and early endosome membranes,NextStepPathway
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Synthesis of PIPs at the plasma membrane,NextStepPathway
Regulation of PTEN mRNA translation,Synthesis of PIPs at the plasma membrane,NextStepPathway
PI3K/AKT Signaling,Synthesis of PIPs at the plasma membrane,NextStepPathway
PI3K/AKT activation,Synthesis of PIPs at the plasma membrane,NextStepPathway
Negative regulation of the PI3K/AKT network,Synthesis of PIPs at the plasma membrane,NextStepPathway
TP53 Regulates Metabolic Genes,Synthesis of PIPs at the plasma membrane,NextStepPathway
PIPs transport between Golgi and plasma membranes,Synthesis of PIPs at the plasma membrane,NextStepPathway
Downstream TCR signaling,Synthesis of PIPs at the plasma membrane,NextStepPathway
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Synthesis of PIPs at the early endosome membrane,NextStepPathway
Negative regulation of the PI3K/AKT network,Synthesis of PIPs at the early endosome membrane,NextStepPathway
PIPs transport between plasma and early endosome membranes,Synthesis of PIPs at the early endosome membrane,NextStepPathway
Synthesis of PIPs at the plasma membrane,Synthesis of PIPs at the early endosome membrane,NextStepPathway
Downstream TCR signaling,Synthesis of PIPs at the early endosome membrane,NextStepPathway
Synthesis of PIPs at the Golgi membrane,PIPs transport between Golgi and plasma membranes,NextStepPathway
PI5P Regulates TP53 Acetylation,Synthesis of PIPs in the nucleus,NextStepPathway
Synthesis of PE,Acyl chain remodelling of PE,NextStepPathway
Synthesis of PC,Acyl chain remodelling of PE,NextStepPathway
Synthesis of PG,Synthesis of CL,NextStepPathway
Synthesis of CL,Acyl chain remodeling of CL,NextStepPathway
Synthesis of PE,Acyl chain remodeling of CL,NextStepPathway
Synthesis of PA,Synthesis of PI,NextStepPathway
PI and PC transport between ER and Golgi membranes,Synthesis of PG,NextStepPathway
Synthesis of PC,Synthesis of PG,NextStepPathway
Synthesis of PA,Synthesis of PG,NextStepPathway
Acyl chain remodelling of PC,Synthesis of PG,NextStepPathway
Acyl chain remodeling of CL,Synthesis of PE,NextStepPathway
Synthesis of PC,Synthesis of PE,NextStepPathway
Acyl chain remodeling of DAG and TAG,Synthesis of PE,NextStepPathway
Acyl chain remodelling of PS,Synthesis of PE,NextStepPathway
Hydrolysis of LPE,Synthesis of PE,NextStepPathway
Synthesis of PS,Synthesis of PE,NextStepPathway
Synthesis of PA,Synthesis of PE,NextStepPathway
Acyl chain remodelling of PE,Synthesis of PC,NextStepPathway
SLC-mediated bile acid transport,Synthesis of PC,NextStepPathway
Synthesis of PE,Synthesis of PC,NextStepPathway
Neurotransmitter clearance,Synthesis of PC,NextStepPathway
Acyl chain remodeling of DAG and TAG,Synthesis of PC,NextStepPathway
Acetylcholine Neurotransmitter Release Cycle,Synthesis of PC,NextStepPathway
Synthesis of PA,Synthesis of PC,NextStepPathway
Acyl chain remodelling of PC,Synthesis of PC,NextStepPathway
Hydrolysis of LPC,Synthesis of PC,NextStepPathway
Synthesis of PG,Acyl chain remodelling of PG,NextStepPathway
Synthesis of PS,Acyl chain remodelling of PS,NextStepPathway
Acyl chain remodelling of PE,Hydrolysis of LPE,NextStepPathway
Acyl chain remodelling of PE,Synthesis of PS,NextStepPathway
PI and PC transport between ER and Golgi membranes,Synthesis of PS,NextStepPathway
Synthesis of PE,Synthesis of PS,NextStepPathway
Synthesis of PC,Synthesis of PS,NextStepPathway
Acyl chain remodelling of PC,Synthesis of PS,NextStepPathway
ChREBP activates metabolic gene expression,Synthesis of PA,NextStepPathway
PI and PC transport between ER and Golgi membranes,Synthesis of PA,NextStepPathway
Synthesis of PC,Synthesis of PA,NextStepPathway
Hydrolysis of LPE,Synthesis of PA,NextStepPathway
Triglyceride biosynthesis,Synthesis of PA,NextStepPathway
Plasmalogen biosynthesis,Synthesis of PA,NextStepPathway
Acyl chain remodelling of PC,Synthesis of PA,NextStepPathway
Hydrolysis of LPC,Synthesis of PA,NextStepPathway
Synthesis of PG,Synthesis of BMP,NextStepPathway
Acyl chain remodelling of PG,Synthesis of BMP,NextStepPathway
PI and PC transport between ER and Golgi membranes,Acyl chain remodelling of PC,NextStepPathway
Synthesis of PC,Acyl chain remodelling of PC,NextStepPathway
Acyl chain remodelling of PC,Hydrolysis of LPC,NextStepPathway
Synthesis of PI,Acyl chain remodelling of PI,NextStepPathway
Synthesis of PIPs at the ER membrane,Acyl chain remodelling of PI,NextStepPathway
Synthesis of PIPs at the plasma membrane,Acyl chain remodelling of PI,NextStepPathway
The canonical retinoid cycle in rods (twilight vision),"Biosynthesis of A2E, implicated in retinal degradation",NextStepPathway
Platelet Adhesion to exposed collagen,Enhanced binding of GP1BA variant to VWF multimer:collagen,NextStepPathway
Intrinsic Pathway of Fibrin Clot Formation,Defective SERPING1 causes hereditary angioedema,NextStepPathway
Common Pathway of Fibrin Clot Formation,Defective F8 cleavage by thrombin,NextStepPathway
Intrinsic Pathway of Fibrin Clot Formation,Defective F8 cleavage by thrombin,NextStepPathway
Intrinsic Pathway of Fibrin Clot Formation,Defective factor XII causes hereditary angioedema,NextStepPathway
Intrinsic Pathway of Fibrin Clot Formation,Defective factor IX causes thrombophilia,NextStepPathway
Purine catabolism,Defective HPRT1 disrupts guanine and hypoxanthine salvage,NextStepPathway
Signaling by moderate kinase activity BRAF mutants,Paradoxical activation of RAF signaling by kinase inactive BRAF,NextStepPathway
RAF activation,Gain-of-function MRAS complexes activate RAF signaling,NextStepPathway
RAF activation,SHOC2 M1731 mutant abolishes MRAS complex function,NextStepPathway
Signaling by RAS GTPase mutants,Signaling downstream of RAS mutants,NextStepPathway
STAT3 nuclear events downstream of ALK signaling,Nuclear events stimulated by ALK signaling in cancer,NextStepPathway
Signaling by ALK fusions and activated point mutants,Nuclear events stimulated by ALK signaling in cancer,NextStepPathway
ALK mutants bind TKIs,Nuclear events stimulated by ALK signaling in cancer,NextStepPathway
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,Constitutive Signaling by EGFRvIII,NextStepPathway
Signaling by EGFR,Inhibition of Signaling by Overexpressed EGFR,NextStepPathway
Constitutive Signaling by EGFRvIII,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,NextStepPathway
Signaling by Leptin,Signaling by FLT3 fusion proteins,NextStepPathway
Interleukin-2 signaling,Signaling by FLT3 fusion proteins,NextStepPathway
"Interleukin-3, Interleukin-5 and GM-CSF signaling",Signaling by FLT3 fusion proteins,NextStepPathway
Interleukin-7 signaling,Signaling by FLT3 fusion proteins,NextStepPathway
STAT5 activation downstream of FLT3 ITD mutants,Signaling by FLT3 fusion proteins,NextStepPathway
Growth hormone receptor signaling,Signaling by FLT3 fusion proteins,NextStepPathway
Signaling by juxtamembrane domain KIT mutants,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",NextStepPathway
Signaling by kinase domain mutants of KIT,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",NextStepPathway
Downstream signal transduction,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",NextStepPathway
PI3K/AKT Signaling,Constitutive Signaling by AKT1 E17K in Cancer,NextStepPathway
RIPK1-mediated regulated necrosis,Microbial modulation of RIPK1-mediated regulated necrosis,NextStepPathway
Maturation of protein 3a,Microbial modulation of RIPK1-mediated regulated necrosis,NextStepPathway
Ligand-dependent caspase activation,Microbial modulation of RIPK1-mediated regulated necrosis,NextStepPathway
SARS-CoV-1-mediated effects on programmed cell death,Microbial modulation of RIPK1-mediated regulated necrosis,NextStepPathway
Viral mRNA Translation,Microbial modulation of RIPK1-mediated regulated necrosis,NextStepPathway
PRC2 methylates histones and DNA,Defective pyroptosis,NextStepPathway
DNA replication initiation,Defective pyroptosis,NextStepPathway
"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus",Assembly of Viral Components at the Budding Site,NextStepPathway
Influenza Infection,Entry of Influenza Virion into Host Cell via Endocytosis,NextStepPathway
Influenza Infection,Fusion and Uncoating of the Influenza Virion,NextStepPathway
Fusion of the Influenza Virion to the Host Cell Endosome,Uncoating of the Influenza Virion,NextStepPathway
Entry of Influenza Virion into Host Cell via Endocytosis,Fusion of the Influenza Virion to the Host Cell Endosome,NextStepPathway
Uncoating of the Influenza Virion,Transport of Ribonucleoproteins into the Host Nucleus,NextStepPathway
Transport of Ribonucleoproteins into the Host Nucleus,vRNP Assembly,NextStepPathway
vRNP Assembly,Viral Messenger RNA Synthesis,NextStepPathway
Maturation of hRSV A proteins,Respiratory syncytial virus genome transcription,NextStepPathway
Respiratory syncytial virus genome transcription,Translation of respiratory syncytial virus mRNAs,NextStepPathway
Translation of respiratory syncytial virus mRNAs,Maturation of hRSV A proteins,NextStepPathway
Respiratory syncytial virus genome replication,RSV-host interactions,NextStepPathway
Translation of respiratory syncytial virus mRNAs,RSV-host interactions,NextStepPathway
